TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,WeatherAssessment,Progress,Weekend,DayCount,Delay
142.0,74.0,2.0,2.0,72.0,415.0,46309.0,14.285714285714285,50.70422535211267,0.0,531.0,417.0
94.0,18.0,2.0,2.0,16.0,97.0,9961.0,50.0,17.02127659574468,0.0,111.0,341.0
85.0,40.0,2.0,2.0,38.0,208.0,25064.0,85.71428571428571,44.70588235294118,0.0,251.0,395.0
135.0,25.0,2.0,2.0,23.0,134.0,18490.0,57.14285714285714,17.037037037037038,0.0,139.0,262.0
95.0,50.0,2.0,2.0,48.0,273.0,33945.0,28.57142857142857,50.526315789473685,0.0,307.0,333.0
111.0,22.0,1.0,1.0,21.0,118.0,14335.0,28.57142857142857,18.91891891891892,0.0,167.0,405.0
136.0,93.0,3.0,3.0,90.0,488.0,62856.0,50.0,66.17647058823529,0.0,391.0,320.0
125.0,70.0,3.0,3.0,67.0,366.0,43809.0,28.57142857142857,53.6,0.0,307.0,310.0
137.0,135.0,1.0,1.0,134.0,694.0,87689.0,16.666666666666664,97.8102189781022,0.0,643.0,335.0
108.0,107.0,1.0,1.0,106.0,552.0,65845.0,16.666666666666664,98.14814814814815,0.0,671.0,332.0
142.0,100.0,3.0,3.0,97.0,500.0,58236.0,14.285714285714285,68.30985915492957,0.0,419.0,338.0
149.0,87.0,2.0,2.0,85.0,468.0,58465.0,42.85714285714285,57.04697986577181,0.0,392.0,447.0
129.0,103.0,3.0,3.0,100.0,524.0,60289.0,12.5,77.51937984496125,0.0,420.0,337.0
122.0,13.0,1.0,1.0,12.0,88.0,8714.0,50.0,9.836065573770492,0.0,112.0,263.0
84.0,46.0,2.0,2.0,44.0,257.0,29722.0,66.66666666666666,52.38095238095239,0.0,336.0,348.0
118.0,118.0,1.0,1.0,117.0,591.0,75786.0,14.285714285714285,99.15254237288136,0.0,728.0,364.0
118.0,69.0,1.0,1.0,68.0,340.0,46719.0,71.42857142857143,57.6271186440678,0.0,336.0,442.0
143.0,54.0,3.0,3.0,51.0,295.0,35778.0,16.666666666666664,35.66433566433567,0.0,308.0,398.0
136.0,57.0,2.0,2.0,55.0,300.0,33368.0,62.5,40.44117647058824,0.0,336.0,303.0
100.0,85.0,1.0,1.0,84.0,432.0,54307.0,37.5,84.0,0.0,476.0,392.0
110.0,1.0,1.0,0.0,0.0,1.0,0.0,33.33333333333333,0.0,0.0,0.0,357.0
90.0,80.0,1.0,1.0,79.0,421.0,53785.0,0.0,87.77777777777777,0.0,504.0,396.0
142.0,75.0,2.0,2.0,73.0,416.0,47277.0,14.285714285714285,51.40845070422535,0.0,532.0,417.0
94.0,18.0,2.0,2.0,16.0,97.0,9961.0,50.0,17.02127659574468,0.0,112.0,341.0
85.0,40.0,2.0,2.0,38.0,208.0,25064.0,85.71428571428571,44.70588235294118,0.0,252.0,395.0
135.0,25.0,2.0,2.0,23.0,135.0,18490.0,57.14285714285714,17.037037037037038,0.0,140.0,262.0
95.0,50.0,2.0,2.0,48.0,273.0,33945.0,28.57142857142857,50.526315789473685,0.0,308.0,333.0
111.0,22.0,1.0,1.0,21.0,119.0,14335.0,28.57142857142857,18.91891891891892,0.0,168.0,405.0
136.0,93.0,3.0,3.0,90.0,488.0,62856.0,50.0,66.17647058823529,0.0,392.0,320.0
125.0,70.0,3.0,3.0,67.0,368.0,43809.0,28.57142857142857,53.6,0.0,308.0,310.0
137.0,135.0,1.0,1.0,134.0,694.0,87689.0,16.666666666666664,97.8102189781022,0.0,644.0,335.0
108.0,107.0,1.0,1.0,106.0,552.0,65845.0,16.666666666666664,98.14814814814815,0.0,672.0,332.0
142.0,100.0,3.0,3.0,97.0,501.0,58236.0,14.285714285714285,68.30985915492957,0.0,420.0,338.0
149.0,87.0,2.0,2.0,85.0,468.0,58465.0,42.85714285714285,57.04697986577181,0.0,393.0,447.0
129.0,103.0,3.0,3.0,100.0,524.0,60289.0,12.5,77.51937984496125,0.0,421.0,337.0
122.0,13.0,1.0,1.0,12.0,88.0,8714.0,50.0,9.836065573770492,0.0,113.0,263.0
84.0,46.0,2.0,2.0,44.0,257.0,29722.0,66.66666666666666,52.38095238095239,0.0,337.0,348.0
118.0,118.0,1.0,1.0,117.0,591.0,75786.0,14.285714285714285,99.15254237288136,0.0,729.0,364.0
118.0,69.0,1.0,1.0,68.0,340.0,46719.0,71.42857142857143,57.6271186440678,0.0,337.0,442.0
143.0,55.0,3.0,3.0,52.0,296.0,36194.0,16.666666666666664,36.36363636363637,0.0,309.0,398.0
136.0,57.0,2.0,2.0,55.0,300.0,33368.0,62.5,40.44117647058824,0.0,337.0,303.0
100.0,85.0,1.0,1.0,84.0,432.0,54307.0,37.5,84.0,0.0,477.0,392.0
110.0,1.0,1.0,0.0,0.0,2.0,0.0,33.33333333333333,0.0,0.0,1.0,357.0
90.0,80.0,1.0,1.0,79.0,422.0,53785.0,0.0,87.77777777777777,0.0,505.0,396.0
142.0,75.0,2.0,2.0,73.0,417.0,47277.0,14.285714285714285,51.40845070422535,0.0,533.0,417.0
94.0,18.0,2.0,2.0,16.0,97.0,9961.0,50.0,17.02127659574468,0.0,113.0,341.0
85.0,40.0,2.0,2.0,38.0,208.0,25064.0,85.71428571428571,44.70588235294118,0.0,253.0,395.0
135.0,25.0,2.0,2.0,23.0,136.0,18490.0,57.14285714285714,17.037037037037038,0.0,141.0,262.0
95.0,50.0,2.0,2.0,48.0,273.0,33945.0,28.57142857142857,50.526315789473685,0.0,309.0,333.0
111.0,22.0,1.0,1.0,21.0,120.0,14335.0,28.57142857142857,18.91891891891892,0.0,169.0,405.0
136.0,93.0,3.0,3.0,90.0,489.0,62856.0,50.0,66.17647058823529,0.0,393.0,320.0
125.0,70.0,3.0,3.0,67.0,369.0,43809.0,28.57142857142857,53.6,0.0,309.0,310.0
137.0,135.0,1.0,1.0,134.0,694.0,87689.0,16.666666666666664,97.8102189781022,0.0,645.0,335.0
108.0,107.0,1.0,1.0,106.0,552.0,65845.0,16.666666666666664,98.14814814814815,0.0,673.0,332.0
142.0,100.0,3.0,3.0,97.0,501.0,58236.0,14.285714285714285,68.30985915492957,0.0,421.0,338.0
149.0,87.0,2.0,2.0,85.0,468.0,58465.0,42.85714285714285,57.04697986577181,0.0,394.0,447.0
129.0,104.0,3.0,3.0,101.0,528.0,61172.0,12.5,78.29457364341084,0.0,422.0,337.0
122.0,13.0,1.0,1.0,12.0,89.0,8714.0,50.0,9.836065573770492,0.0,114.0,263.0
84.0,46.0,2.0,2.0,44.0,258.0,29722.0,66.66666666666666,52.38095238095239,0.0,338.0,348.0
118.0,118.0,1.0,1.0,117.0,591.0,75786.0,14.285714285714285,99.15254237288136,0.0,730.0,364.0
118.0,69.0,1.0,1.0,68.0,341.0,46719.0,71.42857142857143,57.6271186440678,0.0,338.0,442.0
143.0,55.0,3.0,3.0,52.0,299.0,36194.0,16.666666666666664,36.36363636363637,0.0,310.0,398.0
136.0,57.0,2.0,2.0,55.0,301.0,33368.0,62.5,40.44117647058824,0.0,338.0,303.0
100.0,85.0,1.0,1.0,84.0,432.0,54307.0,37.5,84.0,0.0,478.0,392.0
110.0,1.0,1.0,0.0,0.0,3.0,0.0,33.33333333333333,0.0,0.0,2.0,357.0
90.0,80.0,1.0,1.0,79.0,423.0,53785.0,0.0,87.77777777777777,0.0,506.0,396.0
142.0,75.0,2.0,2.0,73.0,419.0,47277.0,14.285714285714285,51.40845070422535,0.0,534.0,417.0
94.0,18.0,2.0,2.0,16.0,99.0,9961.0,50.0,17.02127659574468,0.0,114.0,341.0
85.0,41.0,2.0,2.0,39.0,210.0,25808.0,85.71428571428571,45.88235294117647,0.0,254.0,395.0
135.0,27.0,2.0,2.0,25.0,139.0,19657.0,57.14285714285714,18.51851851851852,0.0,142.0,262.0
95.0,51.0,2.0,2.0,49.0,276.0,34457.0,28.57142857142857,51.578947368421055,0.0,310.0,333.0
111.0,22.0,1.0,1.0,21.0,120.0,14335.0,28.57142857142857,18.91891891891892,0.0,170.0,405.0
136.0,93.0,3.0,3.0,90.0,490.0,62856.0,50.0,66.17647058823529,0.0,394.0,320.0
125.0,70.0,3.0,3.0,67.0,371.0,43809.0,28.57142857142857,53.6,0.0,310.0,310.0
137.0,135.0,1.0,1.0,134.0,695.0,87689.0,16.666666666666664,97.8102189781022,0.0,646.0,335.0
108.0,107.0,1.0,1.0,106.0,553.0,65845.0,16.666666666666664,98.14814814814815,0.0,674.0,332.0
142.0,100.0,3.0,3.0,97.0,504.0,58236.0,14.285714285714285,68.30985915492957,0.0,422.0,338.0
149.0,87.0,2.0,2.0,85.0,468.0,58465.0,42.85714285714285,57.04697986577181,0.0,395.0,447.0
129.0,104.0,3.0,3.0,101.0,530.0,61172.0,12.5,78.29457364341084,0.0,423.0,337.0
122.0,13.0,1.0,1.0,12.0,89.0,8714.0,50.0,9.836065573770492,0.0,115.0,263.0
84.0,46.0,2.0,2.0,44.0,260.0,29722.0,66.66666666666666,52.38095238095239,0.0,339.0,348.0
118.0,118.0,1.0,1.0,117.0,592.0,75786.0,14.285714285714285,99.15254237288136,0.0,731.0,364.0
118.0,69.0,1.0,1.0,68.0,341.0,46719.0,71.42857142857143,57.6271186440678,0.0,339.0,442.0
143.0,55.0,3.0,3.0,52.0,300.0,36194.0,16.666666666666664,36.36363636363637,0.0,311.0,398.0
136.0,57.0,2.0,2.0,55.0,301.0,33368.0,62.5,40.44117647058824,0.0,339.0,303.0
100.0,85.0,1.0,1.0,84.0,433.0,54307.0,37.5,84.0,0.0,479.0,392.0
110.0,1.0,1.0,0.0,0.0,4.0,0.0,33.33333333333333,0.0,0.0,3.0,357.0
90.0,81.0,1.0,1.0,80.0,425.0,54088.0,0.0,88.88888888888889,0.0,507.0,396.0
142.0,75.0,2.0,2.0,73.0,421.0,47277.0,14.285714285714285,51.40845070422535,0.0,535.0,417.0
94.0,19.0,2.0,2.0,17.0,101.0,10457.0,50.0,18.085106382978726,0.0,115.0,341.0
85.0,41.0,2.0,2.0,39.0,211.0,25808.0,85.71428571428571,45.88235294117647,0.0,255.0,395.0
135.0,27.0,2.0,2.0,25.0,140.0,19657.0,57.14285714285714,18.51851851851852,0.0,143.0,262.0
95.0,51.0,2.0,2.0,49.0,277.0,34457.0,28.57142857142857,51.578947368421055,0.0,311.0,333.0
111.0,22.0,1.0,1.0,21.0,120.0,14335.0,28.57142857142857,18.91891891891892,0.0,171.0,405.0
136.0,93.0,3.0,3.0,90.0,490.0,62856.0,50.0,66.17647058823529,0.0,395.0,320.0
125.0,70.0,3.0,3.0,67.0,374.0,43809.0,28.57142857142857,53.6,0.0,311.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,0.0,647.0,335.0
108.0,107.0,1.0,1.0,106.0,553.0,65845.0,16.666666666666664,98.14814814814815,0.0,675.0,332.0
142.0,101.0,3.0,3.0,98.0,507.0,58675.0,14.285714285714285,69.01408450704226,0.0,423.0,338.0
149.0,87.0,2.0,2.0,85.0,468.0,58465.0,42.85714285714285,57.04697986577181,1.0,396.0,447.0
129.0,104.0,3.0,3.0,101.0,531.0,61172.0,12.5,78.29457364341084,1.0,424.0,337.0
122.0,13.0,1.0,1.0,12.0,89.0,8714.0,50.0,9.836065573770492,1.0,116.0,263.0
84.0,46.0,2.0,2.0,44.0,260.0,29722.0,66.66666666666666,52.38095238095239,1.0,340.0,348.0
118.0,69.0,1.0,1.0,68.0,342.0,46719.0,71.42857142857143,57.6271186440678,1.0,340.0,442.0
143.0,55.0,3.0,3.0,52.0,300.0,36194.0,16.666666666666664,36.36363636363637,1.0,312.0,398.0
136.0,57.0,2.0,2.0,55.0,301.0,33368.0,62.5,40.44117647058824,1.0,340.0,303.0
100.0,85.0,1.0,1.0,84.0,434.0,54307.0,37.5,84.0,1.0,480.0,392.0
110.0,1.0,1.0,0.0,0.0,4.0,0.0,33.33333333333333,0.0,1.0,4.0,357.0
90.0,81.0,1.0,1.0,80.0,425.0,54088.0,0.0,88.88888888888889,1.0,508.0,396.0
142.0,75.0,2.0,2.0,73.0,421.0,47277.0,14.285714285714285,51.40845070422535,1.0,536.0,417.0
94.0,20.0,2.0,2.0,18.0,103.0,11443.0,50.0,19.148936170212767,1.0,116.0,341.0
85.0,41.0,2.0,2.0,39.0,211.0,25808.0,85.71428571428571,45.88235294117647,1.0,256.0,395.0
135.0,27.0,2.0,2.0,25.0,141.0,19657.0,57.14285714285714,18.51851851851852,1.0,144.0,262.0
95.0,52.0,2.0,2.0,50.0,279.0,34945.0,28.57142857142857,52.63157894736842,1.0,312.0,333.0
111.0,22.0,1.0,1.0,21.0,121.0,14335.0,28.57142857142857,18.91891891891892,1.0,172.0,405.0
136.0,93.0,3.0,3.0,90.0,492.0,62856.0,50.0,66.17647058823529,1.0,396.0,320.0
125.0,71.0,3.0,3.0,68.0,376.0,44069.0,28.57142857142857,54.400000000000006,1.0,312.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,1.0,648.0,335.0
108.0,107.0,1.0,1.0,106.0,553.0,65845.0,16.666666666666664,98.14814814814815,1.0,676.0,332.0
142.0,101.0,3.0,3.0,98.0,509.0,58675.0,14.285714285714285,69.01408450704226,1.0,424.0,338.0
149.0,87.0,2.0,2.0,85.0,468.0,58465.0,42.85714285714285,57.04697986577181,1.0,397.0,447.0
129.0,104.0,3.0,3.0,101.0,533.0,61172.0,12.5,78.29457364341084,1.0,425.0,337.0
122.0,13.0,1.0,1.0,12.0,89.0,8714.0,50.0,9.836065573770492,1.0,117.0,263.0
84.0,46.0,2.0,2.0,44.0,260.0,29722.0,66.66666666666666,52.38095238095239,1.0,341.0,348.0
118.0,69.0,1.0,1.0,68.0,342.0,46719.0,71.42857142857143,57.6271186440678,1.0,341.0,442.0
143.0,55.0,3.0,3.0,52.0,300.0,36194.0,16.666666666666664,36.36363636363637,1.0,313.0,398.0
136.0,57.0,2.0,2.0,55.0,301.0,33368.0,62.5,40.44117647058824,1.0,341.0,303.0
100.0,85.0,1.0,1.0,84.0,435.0,54307.0,37.5,84.0,1.0,481.0,392.0
110.0,1.0,1.0,0.0,0.0,4.0,0.0,33.33333333333333,0.0,1.0,5.0,357.0
90.0,81.0,1.0,1.0,80.0,425.0,54088.0,0.0,88.88888888888889,1.0,509.0,396.0
142.0,75.0,2.0,2.0,73.0,421.0,47277.0,14.285714285714285,51.40845070422535,1.0,537.0,417.0
94.0,20.0,2.0,2.0,18.0,104.0,11443.0,50.0,19.148936170212767,1.0,117.0,341.0
85.0,41.0,2.0,2.0,39.0,211.0,25808.0,85.71428571428571,45.88235294117647,1.0,257.0,395.0
135.0,27.0,2.0,2.0,25.0,141.0,19657.0,57.14285714285714,18.51851851851852,1.0,145.0,262.0
95.0,52.0,2.0,2.0,50.0,279.0,34945.0,28.57142857142857,52.63157894736842,1.0,313.0,333.0
111.0,22.0,1.0,1.0,21.0,121.0,14335.0,28.57142857142857,18.91891891891892,1.0,173.0,405.0
136.0,93.0,3.0,3.0,90.0,493.0,62856.0,50.0,66.17647058823529,1.0,397.0,320.0
125.0,71.0,3.0,3.0,68.0,376.0,44069.0,28.57142857142857,54.400000000000006,1.0,313.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,1.0,649.0,335.0
108.0,107.0,1.0,1.0,106.0,553.0,65845.0,16.666666666666664,98.14814814814815,1.0,677.0,332.0
142.0,101.0,3.0,3.0,98.0,509.0,58675.0,14.285714285714285,69.01408450704226,1.0,425.0,338.0
149.0,87.0,2.0,2.0,85.0,469.0,58465.0,42.85714285714285,57.04697986577181,0.0,398.0,447.0
129.0,104.0,3.0,3.0,101.0,533.0,61172.0,12.5,78.29457364341084,0.0,426.0,337.0
122.0,13.0,1.0,1.0,12.0,89.0,8714.0,50.0,9.836065573770492,0.0,118.0,263.0
84.0,46.0,2.0,2.0,44.0,260.0,29722.0,66.66666666666666,52.38095238095239,0.0,342.0,348.0
118.0,69.0,1.0,1.0,68.0,342.0,46719.0,71.42857142857143,57.6271186440678,0.0,342.0,442.0
143.0,55.0,3.0,3.0,52.0,303.0,36194.0,16.666666666666664,36.36363636363637,0.0,314.0,398.0
136.0,57.0,2.0,2.0,55.0,301.0,33368.0,62.5,40.44117647058824,0.0,342.0,303.0
100.0,85.0,1.0,1.0,84.0,435.0,54307.0,37.5,84.0,0.0,482.0,392.0
110.0,1.0,1.0,0.0,0.0,5.0,0.0,33.33333333333333,0.0,0.0,6.0,357.0
90.0,81.0,1.0,1.0,80.0,426.0,54088.0,0.0,88.88888888888889,0.0,510.0,396.0
142.0,75.0,2.0,2.0,73.0,422.0,47277.0,14.285714285714285,51.40845070422535,0.0,538.0,417.0
94.0,20.0,2.0,2.0,18.0,106.0,11443.0,50.0,19.148936170212767,0.0,118.0,341.0
85.0,41.0,2.0,2.0,39.0,211.0,25808.0,85.71428571428571,45.88235294117647,0.0,258.0,395.0
135.0,27.0,2.0,2.0,25.0,142.0,19657.0,57.14285714285714,18.51851851851852,0.0,146.0,262.0
95.0,52.0,2.0,2.0,50.0,280.0,34945.0,28.57142857142857,52.63157894736842,0.0,314.0,333.0
111.0,23.0,1.0,1.0,22.0,123.0,15194.0,28.57142857142857,19.81981981981982,0.0,174.0,405.0
136.0,94.0,3.0,3.0,91.0,495.0,63407.0,50.0,66.91176470588235,0.0,398.0,320.0
125.0,71.0,3.0,3.0,68.0,377.0,44069.0,28.57142857142857,54.400000000000006,0.0,314.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,0.0,650.0,335.0
108.0,107.0,1.0,1.0,106.0,554.0,65845.0,16.666666666666664,98.14814814814815,0.0,678.0,332.0
142.0,102.0,3.0,3.0,99.0,513.0,59169.0,14.285714285714285,69.71830985915493,0.0,426.0,338.0
149.0,87.0,2.0,2.0,85.0,469.0,58465.0,42.85714285714285,57.04697986577181,0.0,399.0,447.0
129.0,105.0,3.0,3.0,102.0,535.0,61611.0,12.5,79.06976744186046,0.0,427.0,337.0
122.0,14.0,1.0,1.0,13.0,91.0,9484.0,50.0,10.655737704918032,0.0,119.0,263.0
84.0,46.0,2.0,2.0,44.0,262.0,29722.0,66.66666666666666,52.38095238095239,0.0,343.0,348.0
118.0,69.0,1.0,1.0,68.0,342.0,46719.0,71.42857142857143,57.6271186440678,0.0,343.0,442.0
143.0,57.0,3.0,3.0,54.0,306.0,37077.0,16.666666666666664,37.76223776223776,0.0,315.0,398.0
136.0,58.0,2.0,2.0,56.0,304.0,33662.0,62.5,41.17647058823529,0.0,343.0,303.0
100.0,85.0,1.0,1.0,84.0,436.0,54307.0,37.5,84.0,0.0,483.0,392.0
110.0,2.0,2.0,0.0,0.0,7.0,0.0,33.33333333333333,0.0,0.0,7.0,357.0
90.0,81.0,1.0,1.0,80.0,427.0,54088.0,0.0,88.88888888888889,0.0,511.0,396.0
142.0,75.0,2.0,2.0,73.0,422.0,47277.0,14.285714285714285,51.40845070422535,0.0,539.0,417.0
94.0,20.0,2.0,2.0,18.0,107.0,11443.0,50.0,19.148936170212767,0.0,119.0,341.0
85.0,41.0,2.0,2.0,39.0,213.0,25808.0,85.71428571428571,45.88235294117647,0.0,259.0,395.0
135.0,27.0,2.0,2.0,25.0,142.0,19657.0,57.14285714285714,18.51851851851852,0.0,147.0,262.0
95.0,52.0,2.0,2.0,50.0,282.0,34945.0,28.57142857142857,52.63157894736842,0.0,315.0,333.0
111.0,23.0,1.0,1.0,22.0,124.0,15194.0,28.57142857142857,19.81981981981982,0.0,175.0,405.0
136.0,94.0,3.0,3.0,91.0,496.0,63407.0,50.0,66.91176470588235,0.0,399.0,320.0
125.0,72.0,3.0,3.0,69.0,380.0,44902.0,28.57142857142857,55.2,0.0,315.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,0.0,651.0,335.0
108.0,107.0,1.0,1.0,106.0,554.0,65845.0,16.666666666666664,98.14814814814815,0.0,679.0,332.0
142.0,103.0,3.0,3.0,100.0,516.0,59781.0,14.285714285714285,70.4225352112676,0.0,427.0,338.0
149.0,87.0,2.0,2.0,85.0,471.0,58465.0,42.85714285714285,57.04697986577181,0.0,400.0,447.0
129.0,105.0,3.0,3.0,102.0,536.0,61611.0,12.5,79.06976744186046,0.0,428.0,337.0
122.0,14.0,1.0,1.0,13.0,91.0,9484.0,50.0,10.655737704918032,0.0,120.0,263.0
84.0,46.0,2.0,2.0,44.0,264.0,29722.0,66.66666666666666,52.38095238095239,0.0,344.0,348.0
118.0,69.0,1.0,1.0,68.0,343.0,46719.0,71.42857142857143,57.6271186440678,0.0,344.0,442.0
143.0,57.0,3.0,3.0,54.0,307.0,37077.0,16.666666666666664,37.76223776223776,0.0,316.0,398.0
136.0,58.0,2.0,2.0,56.0,305.0,33662.0,62.5,41.17647058823529,0.0,344.0,303.0
100.0,85.0,1.0,1.0,84.0,436.0,54307.0,37.5,84.0,0.0,484.0,392.0
110.0,2.0,2.0,0.0,0.0,9.0,0.0,33.33333333333333,0.0,0.0,8.0,357.0
90.0,81.0,1.0,1.0,80.0,428.0,54088.0,0.0,88.88888888888889,0.0,512.0,396.0
142.0,75.0,2.0,2.0,73.0,423.0,47277.0,14.285714285714285,51.40845070422535,0.0,540.0,417.0
94.0,20.0,2.0,2.0,18.0,107.0,11443.0,50.0,19.148936170212767,0.0,120.0,341.0
85.0,42.0,2.0,2.0,40.0,215.0,26095.0,85.71428571428571,47.05882352941176,0.0,260.0,395.0
135.0,27.0,2.0,2.0,25.0,143.0,19657.0,57.14285714285714,18.51851851851852,0.0,148.0,262.0
95.0,52.0,2.0,2.0,50.0,284.0,34945.0,28.57142857142857,52.63157894736842,0.0,316.0,333.0
111.0,23.0,1.0,1.0,22.0,125.0,15194.0,28.57142857142857,19.81981981981982,0.0,176.0,405.0
136.0,94.0,3.0,3.0,91.0,497.0,63407.0,50.0,66.91176470588235,0.0,400.0,320.0
125.0,72.0,3.0,3.0,69.0,382.0,44902.0,28.57142857142857,55.2,0.0,316.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,0.0,652.0,335.0
108.0,107.0,1.0,1.0,106.0,554.0,65845.0,16.666666666666664,98.14814814814815,0.0,680.0,332.0
142.0,103.0,3.0,3.0,100.0,519.0,59781.0,14.285714285714285,70.4225352112676,0.0,428.0,338.0
149.0,87.0,2.0,2.0,85.0,471.0,58465.0,42.85714285714285,57.04697986577181,0.0,401.0,447.0
129.0,105.0,3.0,3.0,102.0,537.0,61611.0,12.5,79.06976744186046,0.0,429.0,337.0
122.0,14.0,1.0,1.0,13.0,91.0,9484.0,50.0,10.655737704918032,0.0,121.0,263.0
84.0,46.0,2.0,2.0,44.0,265.0,29722.0,66.66666666666666,52.38095238095239,0.0,345.0,348.0
118.0,70.0,1.0,1.0,69.0,345.0,47197.0,71.42857142857143,58.47457627118644,0.0,345.0,442.0
143.0,58.0,3.0,3.0,55.0,309.0,37564.0,16.666666666666664,38.46153846153847,0.0,317.0,398.0
136.0,58.0,2.0,2.0,56.0,306.0,33662.0,62.5,41.17647058823529,0.0,345.0,303.0
100.0,85.0,1.0,1.0,84.0,437.0,54307.0,37.5,84.0,0.0,485.0,392.0
110.0,2.0,2.0,0.0,0.0,10.0,0.0,33.33333333333333,0.0,0.0,9.0,357.0
90.0,81.0,1.0,1.0,80.0,429.0,54088.0,0.0,88.88888888888889,0.0,513.0,396.0
142.0,76.0,2.0,2.0,74.0,425.0,47696.0,14.285714285714285,52.112676056338024,0.0,541.0,417.0
94.0,20.0,2.0,2.0,18.0,109.0,11443.0,50.0,19.148936170212767,0.0,121.0,341.0
85.0,43.0,2.0,2.0,41.0,216.0,26522.0,85.71428571428571,48.23529411764706,0.0,261.0,395.0
135.0,27.0,2.0,2.0,25.0,144.0,19657.0,57.14285714285714,18.51851851851852,0.0,149.0,262.0
95.0,52.0,2.0,2.0,50.0,284.0,34945.0,28.57142857142857,52.63157894736842,0.0,317.0,333.0
111.0,23.0,1.0,1.0,22.0,125.0,15194.0,28.57142857142857,19.81981981981982,0.0,177.0,405.0
136.0,95.0,3.0,3.0,92.0,500.0,64089.0,50.0,67.64705882352942,0.0,401.0,320.0
125.0,72.0,3.0,3.0,69.0,384.0,44902.0,28.57142857142857,55.2,0.0,317.0,310.0
137.0,136.0,1.0,1.0,135.0,697.0,87985.0,16.666666666666664,98.54014598540147,0.0,653.0,335.0
108.0,107.0,1.0,1.0,106.0,555.0,65845.0,16.666666666666664,98.14814814814815,0.0,681.0,332.0
142.0,103.0,3.0,3.0,100.0,522.0,59781.0,14.285714285714285,70.4225352112676,0.0,429.0,338.0
149.0,88.0,2.0,2.0,86.0,474.0,59025.0,42.85714285714285,57.71812080536913,0.0,402.0,447.0
129.0,108.0,3.0,3.0,105.0,542.0,63622.0,12.5,81.3953488372093,0.0,430.0,337.0
122.0,14.0,1.0,1.0,13.0,92.0,9484.0,50.0,10.655737704918032,0.0,122.0,263.0
84.0,46.0,2.0,2.0,44.0,266.0,29722.0,66.66666666666666,52.38095238095239,0.0,346.0,348.0
118.0,70.0,1.0,1.0,69.0,345.0,47197.0,71.42857142857143,58.47457627118644,0.0,346.0,442.0
143.0,58.0,3.0,3.0,55.0,310.0,37564.0,16.666666666666664,38.46153846153847,0.0,318.0,398.0
136.0,58.0,2.0,2.0,56.0,308.0,33662.0,62.5,41.17647058823529,0.0,346.0,303.0
100.0,85.0,1.0,1.0,84.0,437.0,54307.0,37.5,84.0,0.0,486.0,392.0
110.0,2.0,2.0,0.0,0.0,11.0,0.0,33.33333333333333,0.0,0.0,10.0,357.0
90.0,82.0,1.0,1.0,81.0,431.0,54784.0,0.0,90.0,0.0,514.0,396.0
142.0,76.0,2.0,2.0,74.0,427.0,47696.0,14.285714285714285,52.112676056338024,0.0,542.0,417.0
94.0,20.0,2.0,2.0,18.0,110.0,11443.0,50.0,19.148936170212767,0.0,122.0,341.0
85.0,43.0,2.0,2.0,41.0,217.0,26522.0,85.71428571428571,48.23529411764706,0.0,262.0,395.0
135.0,27.0,2.0,2.0,25.0,144.0,19657.0,57.14285714285714,18.51851851851852,0.0,150.0,262.0
95.0,52.0,2.0,2.0,50.0,284.0,34945.0,28.57142857142857,52.63157894736842,0.0,318.0,333.0
111.0,23.0,1.0,1.0,22.0,126.0,15194.0,28.57142857142857,19.81981981981982,0.0,178.0,405.0
136.0,95.0,3.0,3.0,92.0,501.0,64089.0,50.0,67.64705882352942,0.0,402.0,320.0
125.0,72.0,3.0,3.0,69.0,386.0,44902.0,28.57142857142857,55.2,0.0,318.0,310.0
137.0,137.0,1.0,1.0,136.0,699.0,88283.0,16.666666666666664,99.27007299270073,0.0,654.0,335.0
108.0,107.0,1.0,1.0,106.0,555.0,65845.0,16.666666666666664,98.14814814814815,0.0,682.0,332.0
142.0,103.0,3.0,3.0,100.0,525.0,59781.0,14.285714285714285,70.4225352112676,0.0,430.0,338.0
149.0,88.0,2.0,2.0,86.0,474.0,59025.0,42.85714285714285,57.71812080536913,1.0,403.0,447.0
129.0,108.0,3.0,3.0,105.0,542.0,63622.0,12.5,81.3953488372093,1.0,431.0,337.0
122.0,14.0,1.0,1.0,13.0,92.0,9484.0,50.0,10.655737704918032,1.0,123.0,263.0
84.0,46.0,2.0,2.0,44.0,266.0,29722.0,66.66666666666666,52.38095238095239,1.0,347.0,348.0
118.0,70.0,1.0,1.0,69.0,345.0,47197.0,71.42857142857143,58.47457627118644,1.0,347.0,442.0
143.0,58.0,3.0,3.0,55.0,310.0,37564.0,16.666666666666664,38.46153846153847,1.0,319.0,398.0
