ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate,WorkerScore
1842,occur,2021-04-30,2021-05-05,1841.0,310.00,Normal,0,16,,,Not Started,5,1,11,2024-07-09,93
1843,watch,2021-05-07,2021-05-09,1842.0,749.00,Normal,0,16,,,Not Started,2,1,10,2024-07-09,80
1844,stop,2021-05-09,2021-05-14,1843.0,640.00,Normal,0,16,,,Not Started,5,1,17,2024-07-09,95
1845,picture,2021-05-13,2021-05-16,1844.0,418.00,Normal,0,16,,,Not Started,3,1,16,2024-07-09,81
1846,population,2021-05-16,2021-05-22,1845.0,430.00,Normal,0,16,,,Not Started,6,1,18,2024-07-09,46
1847,decision,2021-05-22,2021-05-29,1846.0,288.00,Normal,0,16,,,Not Started,7,1,6,2024-07-09,35
1848,way,2021-05-30,2021-06-02,1847.0,631.00,Normal,0,16,,,Not Started,3,1,9,2024-07-09,78
1849,drug,2021-06-01,2021-06-09,1848.0,444.00,Normal,0,16,,,Not Started,8,1,19,2024-07-09,66
1850,century,2021-06-09,2021-06-12,1849.0,243.00,Normal,0,16,,,Not Started,3,1,22,2024-07-09,88
1851,or,2021-06-13,2021-06-15,1850.0,692.00,Normal,0,16,,,Not Started,2,1,10,2024-07-09,49
1852,know,2021-06-14,2021-06-21,1851.0,419.00,Normal,0,16,,,Not Started,7,1,8,2024-07-09,41
1853,class,2021-06-22,2021-06-25,1852.0,862.00,Normal,0,16,,,Not Started,3,1,22,2024-07-09,92
1854,around,2021-06-24,2021-07-02,1853.0,567.00,Normal,0,16,,,Not Started,8,1,3,2024-07-09,65
1855,figure,2021-07-04,2021-07-12,1854.0,734.00,Normal,0,16,,,Not Started,8,1,13,2024-07-09,54
1856,feel,2021-07-12,2021-07-16,1855.0,712.00,Normal,0,16,,,Not Started,4,1,21,2024-07-09,72
1857,expect,2021-07-15,2021-07-22,1856.0,621.00,Normal,0,16,,,Not Started,7,1,22,2024-07-09,58
1858,nice,2021-07-22,2021-07-30,1857.0,419.00,Normal,0,16,,,Not Started,8,1,22,2024-07-09,71
1859,year,2021-07-30,2021-08-01,1858.0,235.00,Normal,0,16,,,Not Started,2,1,7,2024-07-09,36
1860,forget,2021-07-31,2021-08-02,1859.0,902.00,Normal,0,16,,,Not Started,2,1,10,2024-07-09,46
1861,price,2021-08-02,2021-08-06,1860.0,646.00,Normal,0,16,,,Not Started,4,1,19,2024-07-09,52
1862,with,2021-08-05,2021-08-12,1861.0,363.00,Normal,0,16,,,Not Started,7,1,2,2024-07-09,36
1863,audience,2021-08-12,2021-08-18,1862.0,731.00,Normal,0,16,,,Not Started,6,1,14,2024-07-09,58
1864,present,2021-08-18,2021-08-25,1863.0,239.00,Normal,0,16,,,Not Started,7,1,15,2024-07-09,83
1865,last,2021-08-25,2021-08-28,1864.0,607.00,Normal,0,16,,,Not Started,3,1,16,2024-07-09,33
1866,soon,2021-08-28,2021-09-05,1865.0,495.00,Normal,0,16,,,Not Started,8,1,22,2024-07-09,34
1867,camera,2021-09-07,2021-09-11,1866.0,730.00,Normal,0,16,,,Not Started,4,1,12,2024-07-09,88
1868,stop,2021-09-12,2021-09-17,1867.0,818.00,Normal,0,16,,,Not Started,5,1,10,2024-07-09,80
1869,shake,2021-09-18,2021-09-22,1868.0,687.00,Normal,0,16,,,Not Started,4,1,13,2024-07-09,44
1870,time,2021-09-22,2021-09-24,1869.0,864.00,Normal,0,16,,,Not Started,2,1,15,2024-07-09,57
1871,a,2021-09-24,2021-09-29,1870.0,505.00,Normal,0,16,,,Not Started,5,1,6,2024-07-09,71
1872,single,2021-10-01,2021-10-05,1871.0,772.00,Normal,0,16,,,Not Started,4,1,2,2024-07-09,78
1873,a,2021-10-05,2021-10-13,1872.0,796.00,Normal,0,16,,,Not Started,8,1,16,2024-07-09,49
1874,hundred,2021-10-15,2021-10-22,1873.0,521.00,Normal,0,16,,,Not Started,7,1,15,2024-07-09,40
1875,blue,2021-10-22,2021-10-24,1874.0,783.00,Normal,0,16,,,Not Started,2,1,21,2024-07-09,81
1876,agreement,2021-10-25,2021-11-02,1875.0,989.00,Normal,0,16,,,Not Started,8,1,14,2024-07-09,38
1877,attorney,2021-11-02,2021-11-06,1876.0,809.00,Normal,0,16,,,Not Started,4,1,17,2024-07-09,42
1878,behind,2021-11-06,2021-11-14,1877.0,550.00,Normal,0,16,,,Not Started,8,1,8,2024-07-09,40
1879,stop,2021-11-17,2021-11-20,1878.0,460.00,Normal,0,16,,,Not Started,3,1,12,2024-07-09,43
1880,rather,2021-11-19,2021-11-21,1879.0,328.00,Normal,0,16,,,Not Started,2,1,20,2024-07-09,73
1881,energy,2021-11-21,2021-11-25,1880.0,368.00,Normal,0,16,,,Not Started,4,1,21,2024-07-09,36
1882,rate,2021-11-26,2021-12-01,1881.0,577.00,Normal,0,16,,,Not Started,5,1,2,2024-07-09,58
1883,down,2021-12-02,2021-12-05,1882.0,849.00,Normal,0,16,,,Not Started,3,1,13,2024-07-09,43
1884,move,2021-12-06,2021-12-08,1883.0,927.00,Normal,0,16,,,Not Started,2,1,6,2024-07-09,67
1885,after,2021-12-07,2021-12-14,1884.0,958.00,Normal,0,16,,,Not Started,7,1,14,2024-07-09,71
1886,different,2019-11-05,2019-11-24,,1946.00,Critical,0,16,,,Not Started,19,1,31,2024-07-09,63
1887,present,2019-11-28,2019-11-30,1886.0,689.00,Normal,0,16,,,Not Started,2,1,13,2024-07-09,40
1888,south,2019-12-01,2019-12-09,1887.0,541.00,Normal,0,16,,,Not Started,8,1,1,2024-07-09,66
1889,call,2019-12-11,2019-12-15,1888.0,614.00,Normal,0,16,,,Not Started,4,1,13,2024-07-09,56
1890,foreign,2019-12-16,2019-12-22,1889.0,948.00,Normal,0,16,,,Not Started,6,1,20,2024-07-09,99
1891,visit,2019-12-21,2019-12-29,1890.0,581.00,Normal,0,16,,,Not Started,8,1,3,2024-07-09,43
1892,father,2019-12-30,2020-01-07,1891.0,494.00,Normal,0,16,,,Not Started,8,1,6,2024-07-09,69
1893,amount,2020-12-29,2021-01-09,,1615.00,Critical,0,17,,,Not Started,11,1,24,2024-07-09,42
1894,Mr,2021-01-09,2021-01-17,1893.0,254.00,Normal,0,17,,,Not Started,8,1,9,2024-07-09,63
1895,citizen,2021-01-16,2021-01-19,1894.0,634.00,Normal,0,17,,,Not Started,3,1,7,2024-07-09,38
1896,but,2021-01-18,2021-01-23,1895.0,352.00,Normal,0,17,,,Not Started,5,1,9,2024-07-09,39
1897,few,2021-01-22,2021-01-26,1896.0,362.00,Normal,0,17,,,Not Started,4,1,18,2024-07-09,42
1898,PM,2021-01-25,2021-01-31,1897.0,750.00,Normal,0,17,,,Not Started,6,1,15,2024-07-09,72
1899,always,2021-01-31,2021-02-07,1898.0,591.00,Normal,0,17,,,Not Started,7,1,11,2024-07-09,81
1900,require,2021-02-06,2021-02-08,1899.0,271.00,Normal,0,17,,,Not Started,2,1,15,2024-07-09,83
1901,outside,2021-02-09,2021-02-12,1900.0,509.00,Normal,0,17,,,Not Started,3,1,5,2024-07-09,60
1902,example,2021-02-13,2021-02-19,1901.0,454.00,Normal,0,17,,,Not Started,6,1,17,2024-07-09,49
1903,form,2021-02-20,2021-02-25,1902.0,496.00,Normal,0,17,,,Not Started,5,1,4,2024-07-09,95
1904,less,2021-02-26,2021-02-28,1903.0,986.00,Normal,0,17,,,Not Started,2,1,2,2024-07-09,73
1905,age,2021-03-01,2021-03-09,1904.0,959.00,Normal,0,17,,,Not Started,8,1,20,2024-07-09,99
1906,control,2021-03-08,2021-03-15,1905.0,817.00,Normal,0,17,,,Not Started,7,1,21,2024-07-09,79
1907,camera,2021-03-16,2021-03-20,1906.0,886.00,Normal,0,17,,,Not Started,4,1,12,2024-07-09,49
1908,I,2021-03-19,2021-03-22,1907.0,498.00,Normal,0,17,,,Not Started,3,1,2,2024-07-09,87
1909,baby,2021-03-21,2021-03-25,1908.0,696.00,Normal,0,17,,,Not Started,4,1,11,2024-07-09,33
1910,art,2021-03-24,2021-03-31,1909.0,644.00,Normal,0,17,,,Not Started,7,1,5,2024-07-09,83
1911,main,2021-04-01,2021-04-06,1910.0,926.00,Normal,0,17,,,Not Started,5,1,11,2024-07-09,88
1912,commercial,2021-04-05,2021-04-12,1911.0,830.00,Normal,0,17,,,Not Started,7,1,14,2024-07-09,99
1913,still,2021-04-13,2021-04-16,1912.0,845.00,Normal,0,17,,,Not Started,3,1,14,2024-07-09,41
1914,home,2021-04-15,2021-04-19,1913.0,378.00,Normal,0,17,,,Not Started,4,1,21,2024-07-09,77
1915,late,2021-04-20,2021-04-26,1914.0,908.00,Normal,0,17,,,Not Started,6,1,21,2024-07-09,36
1916,page,2021-04-25,2021-05-02,1915.0,978.00,Normal,0,17,,,Not Started,7,1,5,2024-07-09,55
1917,option,2021-05-03,2021-05-05,1916.0,631.00,Normal,0,17,,,Not Started,2,1,19,2024-07-09,51
1918,close,2021-05-06,2021-05-11,1917.0,495.00,Normal,0,17,,,Not Started,5,1,1,2024-07-09,34
1919,service,2021-05-11,2021-05-17,1918.0,212.00,Normal,0,17,,,Not Started,6,1,20,2024-07-09,78
1920,political,2021-05-17,2021-05-21,1919.0,672.00,Normal,0,17,,,Not Started,4,1,15,2024-07-09,30
1921,kid,2021-05-20,2021-05-26,1920.0,463.00,Normal,0,17,,,Not Started,6,1,17,2024-07-09,64
1922,degree,2021-05-25,2021-05-30,1921.0,797.00,Normal,0,17,,,Not Started,5,1,5,2024-07-09,40
1923,evidence,2021-05-31,2021-06-03,1922.0,612.00,Normal,0,17,,,Not Started,3,1,15,2024-07-09,31
1924,land,2021-06-04,2021-06-09,1923.0,992.00,Normal,0,17,,,Not Started,5,1,19,2024-07-09,65
1925,capital,2021-06-08,2021-06-11,1924.0,399.00,Normal,0,17,,,Not Started,3,1,13,2024-07-09,53
1926,give,2021-06-12,2021-06-16,1925.0,808.00,Normal,0,17,,,Not Started,4,1,20,2024-07-09,64
1927,billion,2021-06-16,2021-06-19,1926.0,508.00,Normal,0,17,,,Not Started,3,1,19,2024-07-09,77
1928,agree,2021-06-19,2021-06-27,1927.0,419.00,Normal,0,17,,,Not Started,8,1,14,2024-07-09,37
1929,performance,2021-06-27,2021-07-02,1928.0,866.00,Normal,0,17,,,Not Started,5,1,3,2024-07-09,77
1930,individual,2021-07-01,2021-07-09,1929.0,802.00,Normal,0,17,,,Not Started,8,1,10,2024-07-09,54
1931,plant,2021-07-10,2021-07-15,1930.0,651.00,Normal,0,17,,,Not Started,5,1,7,2024-07-09,79
1932,early,2021-07-15,2021-07-20,1931.0,356.00,Normal,0,17,,,Not Started,5,1,7,2024-07-09,88
1933,street,2021-07-21,2021-07-25,1932.0,499.00,Normal,0,17,,,Not Started,4,1,15,2024-07-09,61
1934,sister,2021-07-25,2021-07-29,1933.0,334.00,Normal,0,17,,,Not Started,4,1,3,2024-07-09,97
1935,off,2021-07-30,2021-08-01,1934.0,682.00,Normal,0,17,,,Not Started,2,1,17,2024-07-09,31
1936,long,2021-08-02,2021-08-04,1935.0,548.00,Normal,0,17,,,Not Started,2,1,11,2024-07-09,76
1937,join,2021-08-05,2021-08-09,1936.0,634.00,Normal,0,17,,,Not Started,4,1,7,2024-07-09,30
1938,mouth,2021-08-10,2021-08-17,1937.0,236.00,Normal,0,17,,,Not Started,7,1,19,2024-07-09,30
1939,speak,2021-08-18,2021-08-26,1938.0,203.00,Normal,0,17,,,Not Started,8,1,17,2024-07-09,91
1940,better,2021-08-27,2021-09-01,1939.0,309.00,Normal,0,17,,,Not Started,5,1,1,2024-07-09,100
1941,rate,2021-09-01,2021-09-09,1940.0,976.00,Normal,0,17,,,Not Started,8,1,20,2024-07-09,33
1942,research,2021-01-02,2021-01-20,,1644.00,Critical,0,17,,,Not Started,18,1,30,2024-07-09,62
1943,response,2021-01-19,2021-01-24,1942.0,200.00,Normal,0,17,,,Not Started,5,1,8,2024-07-09,42
1944,clearly,2021-01-24,2021-01-26,1943.0,621.00,Normal,0,17,,,Not Started,2,1,12,2024-07-09,71
1945,protect,2021-01-25,2021-01-27,1944.0,775.00,Normal,0,17,,,Not Started,2,1,15,2024-07-09,77
1946,under,2021-01-27,2021-01-30,1945.0,366.00,Normal,0,17,,,Not Started,3,1,14,2024-07-09,43
1947,weight,2021-01-29,2021-02-03,1946.0,563.00,Normal,0,17,,,Not Started,5,1,17,2024-07-09,40
1948,out,2021-02-02,2021-02-10,1947.0,759.00,Normal,0,17,,,Not Started,8,1,22,2024-07-09,43
1949,eye,2021-02-09,2021-02-12,1948.0,996.00,Normal,0,17,,,Not Started,3,1,22,2024-07-09,82
1950,doctor,2021-02-13,2021-02-19,1949.0,990.00,Normal,0,17,,,Not Started,6,1,9,2024-07-09,66
1951,important,2021-02-18,2021-02-20,1950.0,598.00,Normal,0,17,,,Not Started,2,1,11,2024-07-09,52
1952,above,2021-02-20,2021-02-26,1951.0,495.00,Normal,0,17,,,Not Started,6,1,7,2024-07-09,60
1953,small,2021-02-25,2021-02-28,1952.0,360.00,Normal,0,17,,,Not Started,3,1,6,2024-07-09,47
1954,share,2021-02-28,2021-03-05,1953.0,594.00,Normal,0,17,,,Not Started,5,1,12,2024-07-09,90
1955,ten,2021-03-06,2021-03-13,1954.0,262.00,Normal,0,17,,,Not Started,7,1,14,2024-07-09,59
1956,somebody,2021-03-14,2021-03-16,1955.0,439.00,Normal,0,17,,,Not Started,2,1,22,2024-07-09,100
1957,so,2021-03-16,2021-03-18,1956.0,850.00,Normal,0,17,,,Not Started,2,1,12,2024-07-09,88
1958,field,2021-03-17,2021-03-22,1957.0,597.00,Normal,0,17,,,Not Started,5,1,22,2024-07-09,84
1959,entire,2021-03-21,2021-03-28,1958.0,871.00,Normal,0,17,,,Not Started,7,1,18,2024-07-09,89
1960,drive,2021-03-29,2021-03-31,1959.0,476.00,Normal,0,17,,,Not Started,2,1,16,2024-07-09,55
1961,own,2021-03-30,2021-04-02,1960.0,270.00,Normal,0,17,,,Not Started,3,1,10,2024-07-09,48
1962,start,2021-04-01,2021-04-09,1961.0,912.00,Normal,0,17,,,Not Started,8,1,17,2024-07-09,81
1963,yeah,2021-04-08,2021-04-14,1962.0,925.00,Normal,0,17,,,Not Started,6,1,22,2024-07-09,80
1964,your,2021-04-13,2021-04-21,1963.0,801.00,Normal,0,17,,,Not Started,8,1,13,2024-07-09,32
1965,amount,2021-04-21,2021-04-25,1964.0,740.00,Normal,0,17,,,Not Started,4,1,20,2024-07-09,57
1966,step,2021-04-26,2021-05-03,1965.0,222.00,Normal,0,17,,,Not Started,7,1,14,2024-07-09,77
1967,find,2021-05-02,2021-05-09,1966.0,537.00,Normal,0,17,,,Not Started,7,1,2,2024-07-09,80
1968,discussion,2021-05-08,2021-05-15,1967.0,340.00,Normal,0,17,,,Not Started,7,1,5,2024-07-09,81
1969,long,2021-05-15,2021-05-19,1968.0,852.00,Normal,0,17,,,Not Started,4,1,20,2024-07-09,84
1970,save,2021-05-20,2021-05-27,1969.0,463.00,Normal,0,17,,,Not Started,7,1,13,2024-07-09,37
1971,heavy,2021-05-26,2021-05-31,1970.0,343.00,Normal,0,17,,,Not Started,5,1,10,2024-07-09,96
1972,individual,2021-06-01,2021-06-06,1971.0,606.00,Normal,0,17,,,Not Started,5,1,2,2024-07-09,42
1973,kind,2021-06-05,2021-06-13,1972.0,865.00,Normal,0,17,,,Not Started,8,1,11,2024-07-09,70
1974,news,2021-06-13,2021-06-16,1973.0,396.00,Normal,0,17,,,Not Started,3,1,15,2024-07-09,69
1975,open,2021-06-17,2021-06-22,1974.0,831.00,Normal,0,17,,,Not Started,5,1,7,2024-07-09,74
1976,course,2021-06-22,2021-06-27,1975.0,386.00,Normal,0,17,,,Not Started,5,1,17,2024-07-09,59
1977,performance,2021-06-28,2021-07-02,1976.0,938.00,Normal,0,17,,,Not Started,4,1,22,2024-07-09,84
1978,major,2021-07-01,2021-07-05,1977.0,654.00,Normal,0,17,,,Not Started,4,1,15,2024-07-09,76
1979,charge,2021-07-04,2021-07-10,1978.0,428.00,Normal,0,17,,,Not Started,6,1,9,2024-07-09,32
1980,condition,2021-07-09,2021-07-15,1979.0,893.00,Normal,0,17,,,Not Started,6,1,5,2024-07-09,78
1981,suffer,2021-07-14,2021-07-22,1980.0,342.00,Normal,0,17,,,Not Started,8,1,7,2024-07-09,98
1982,live,2021-07-22,2021-07-24,1981.0,383.00,Normal,0,17,,,Not Started,2,1,10,2024-07-09,64
1983,any,2021-07-24,2021-07-30,1982.0,828.00,Normal,0,17,,,Not Started,6,1,14,2024-07-09,44
1984,idea,2021-07-29,2021-07-31,1983.0,324.00,Normal,0,17,,,Not Started,2,1,14,2024-07-09,47
1985,address,2021-07-30,2021-08-02,1984.0,969.00,Normal,0,17,,,Not Started,3,1,3,2024-07-09,59
1986,significant,2021-08-01,2021-08-04,1985.0,889.00,Normal,0,17,,,Not Started,3,1,19,2024-07-09,30
1987,life,2021-09-07,2021-09-16,,2603.00,Critical,0,18,,,Not Started,9,1,37,2024-07-09,60
1988,take,2021-09-16,2021-09-22,1987.0,932.00,Normal,0,18,,,Not Started,6,1,5,2024-07-09,51
1989,cell,2021-09-23,2021-09-25,1988.0,416.00,Normal,0,18,,,Not Started,2,1,1,2024-07-09,53
1990,thought,2021-09-26,2021-09-29,1989.0,884.00,Normal,0,18,,,Not Started,3,1,1,2024-07-09,42
1991,that,2021-09-30,2021-10-05,1990.0,440.00,Normal,0,18,,,Not Started,5,1,8,2024-07-09,94
1992,though,2021-10-05,2021-10-12,1991.0,536.00,Normal,0,18,,,Not Started,7,1,5,2024-07-09,45
1993,sing,2021-10-13,2021-10-18,1992.0,410.00,Normal,0,18,,,Not Started,5,1,17,2024-07-09,34
1994,cause,2021-10-19,2021-10-21,1993.0,889.00,Normal,0,18,,,Not Started,2,1,18,2024-07-09,98
1995,cultural,2021-10-20,2021-10-24,1994.0,398.00,Normal,0,18,,,Not Started,4,1,1,2024-07-09,67
1996,pay,2021-10-24,2021-10-29,1995.0,994.00,Normal,0,18,,,Not Started,5,1,19,2024-07-09,80
1997,last,2021-10-29,2021-11-02,1996.0,529.00,Normal,0,18,,,Not Started,4,1,1,2024-07-09,72
1998,there,2021-11-02,2021-11-06,1997.0,768.00,Normal,0,18,,,Not Started,4,1,12,2024-07-09,93
1999,southern,2021-11-06,2021-11-10,1998.0,938.00,Normal,0,18,,,Not Started,4,1,5,2024-07-09,95
2000,character,2021-11-09,2021-11-15,1999.0,689.00,Normal,0,18,,,Not Started,6,1,15,2024-07-09,70
2001,thousand,2021-11-14,2021-11-16,2000.0,552.00,Normal,0,18,,,Not Started,2,1,18,2024-07-09,45
2002,education,2021-11-16,2021-11-22,2001.0,230.00,Normal,0,18,,,Not Started,6,1,5,2024-07-09,42
2003,act,2021-11-23,2021-11-26,2002.0,800.00,Normal,0,18,,,Not Started,3,1,1,2024-07-09,78
2004,response,2021-11-25,2021-11-30,2003.0,322.00,Normal,0,18,,,Not Started,5,1,18,2024-07-09,91
2005,job,2021-11-29,2021-12-06,2004.0,417.00,Normal,0,18,,,Not Started,7,1,13,2024-07-09,30
2006,here,2021-12-07,2021-12-09,2005.0,425.00,Normal,0,18,,,Not Started,2,1,7,2024-07-09,50
2007,exist,2021-12-09,2021-12-11,2006.0,289.00,Normal,0,18,,,Not Started,2,1,8,2024-07-09,42
2008,more,2021-12-12,2021-12-17,2007.0,329.00,Normal,0,18,,,Not Started,5,1,4,2024-07-09,93
2009,no,2021-12-17,2021-12-21,2008.0,810.00,Normal,0,18,,,Not Started,4,1,4,2024-07-09,45
2010,seat,2021-12-22,2021-12-27,2009.0,204.00,Normal,0,18,,,Not Started,5,1,15,2024-07-09,55
2011,author,2021-12-28,2022-01-03,2010.0,972.00,Normal,0,18,,,Not Started,6,1,14,2024-07-09,36
2012,some,2022-01-02,2022-01-09,2011.0,991.00,Normal,0,18,,,Not Started,7,1,14,2024-07-09,83
2013,risk,2022-01-10,2022-01-17,2012.0,430.00,Normal,0,18,,,Not Started,7,1,10,2024-07-09,82
2014,study,2022-01-18,2022-01-25,2013.0,365.00,Normal,0,18,,,Not Started,7,1,7,2024-07-09,88
2015,Mr,2022-01-25,2022-01-31,2014.0,585.00,Normal,0,18,,,Not Started,6,1,21,2024-07-09,69
2016,those,2022-01-30,2022-02-02,2015.0,260.00,Normal,0,18,,,Not Started,3,1,20,2024-07-09,58
2017,scene,2022-02-01,2022-02-07,2016.0,523.00,Normal,0,18,,,Not Started,6,1,4,2024-07-09,49
2018,fine,2022-02-07,2022-02-14,2017.0,541.00,Normal,0,18,,,Not Started,7,1,19,2024-07-09,86
2019,industry,2022-02-15,2022-02-23,2018.0,750.00,Normal,0,18,,,Not Started,8,1,4,2024-07-09,87
2020,four,2022-02-23,2022-03-01,2019.0,553.00,Normal,0,18,,,Not Started,6,1,2,2024-07-09,57
2021,act,2022-03-01,2022-03-06,2020.0,400.00,Normal,0,18,,,Not Started,5,1,9,2024-07-09,92
2022,computer,2022-03-05,2022-03-10,2021.0,510.00,Normal,0,18,,,Not Started,5,1,19,2024-07-09,82
2023,health,2022-03-11,2022-03-15,2022.0,437.00,Normal,0,18,,,Not Started,4,1,9,2024-07-09,38
2024,future,2022-03-16,2022-03-18,2023.0,282.00,Normal,0,18,,,Not Started,2,1,5,2024-07-09,70
2025,Republican,2022-03-17,2022-03-24,2024.0,995.00,Normal,0,18,,,Not Started,7,1,16,2024-07-09,52
2026,personal,2022-03-24,2022-03-30,2025.0,904.00,Normal,0,18,,,Not Started,6,1,18,2024-07-09,56
2027,key,2022-03-31,2022-04-08,2026.0,902.00,Normal,0,18,,,Not Started,8,1,8,2024-07-09,58
2028,who,2022-04-09,2022-04-15,2027.0,787.00,Normal,0,18,,,Not Started,6,1,11,2024-07-09,59
2029,event,2022-04-16,2022-04-21,2028.0,815.00,Normal,0,18,,,Not Started,5,1,9,2024-07-09,93
2030,television,2022-04-20,2022-05-10,,1635.00,Critical,0,18,,,Not Started,20,1,23,2024-07-09,55
2031,business,2022-05-10,2022-05-15,2030.0,457.00,Normal,0,18,,,Not Started,5,1,10,2024-07-09,59
2032,hundred,2022-05-15,2022-05-17,2031.0,561.00,Normal,0,18,,,Not Started,2,1,21,2024-07-09,38
2033,draw,2022-05-17,2022-05-19,2032.0,570.00,Normal,0,18,,,Not Started,2,1,9,2024-07-09,78
2034,thousand,2022-05-18,2022-05-21,2033.0,472.00,Normal,0,18,,,Not Started,3,1,7,2024-07-09,70
2035,create,2022-05-20,2022-05-25,2034.0,762.00,Normal,0,18,,,Not Started,5,1,19,2024-07-09,51
2036,quickly,2022-05-26,2022-05-30,2035.0,738.00,Normal,0,18,,,Not Started,4,1,13,2024-07-09,52
2037,whether,2022-05-29,2022-06-04,2036.0,391.00,Normal,0,18,,,Not Started,6,1,5,2024-07-09,69
2038,grow,2022-06-04,2022-06-06,2037.0,781.00,Normal,0,18,,,Not Started,2,1,8,2024-07-09,67
2039,thank,2022-06-07,2022-06-10,2038.0,254.00,Normal,0,18,,,Not Started,3,1,1,2024-07-09,75
2040,professional,2022-06-10,2022-06-16,2039.0,438.00,Normal,0,18,,,Not Started,6,1,6,2024-07-09,70
2041,read,2022-06-16,2022-06-18,2040.0,377.00,Normal,0,18,,,Not Started,2,1,19,2024-07-09,93
2042,must,2022-06-17,2022-06-19,2041.0,440.00,Normal,0,18,,,Not Started,2,1,18,2024-07-09,53
2043,ten,2022-06-18,2022-06-24,2042.0,476.00,Normal,0,18,,,Not Started,6,1,13,2024-07-09,76
2044,rich,2022-06-23,2022-06-26,2043.0,303.00,Normal,0,18,,,Not Started,3,1,18,2024-07-09,72
2045,care,2022-06-25,2022-06-28,2044.0,558.00,Normal,0,18,,,Not Started,3,1,12,2024-07-09,32
2046,behavior,2022-06-27,2022-06-30,2045.0,499.00,Normal,0,18,,,Not Started,3,1,1,2024-07-09,52
2047,quality,2022-07-01,2022-07-09,2046.0,404.00,Normal,0,18,,,Not Started,8,1,11,2024-07-09,93
2048,identify,2022-07-09,2022-07-14,2047.0,835.00,Normal,0,18,,,Not Started,5,1,20,2024-07-09,67
2049,early,2022-07-13,2022-07-21,2048.0,870.00,Normal,0,18,,,Not Started,8,1,11,2024-07-09,70
2050,report,2022-07-20,2022-07-27,2049.0,803.00,Normal,0,18,,,Not Started,7,1,16,2024-07-09,41
2051,night,2022-07-26,2022-07-30,2050.0,243.00,Normal,0,18,,,Not Started,4,1,5,2024-07-09,97
2052,artist,2022-07-30,2022-08-07,2051.0,543.00,Normal,0,18,,,Not Started,8,1,1,2024-07-09,59
2053,alone,2022-08-07,2022-08-13,2052.0,596.00,Normal,0,18,,,Not Started,6,1,9,2024-07-09,48
2054,test,2022-08-13,2022-08-20,2053.0,275.00,Normal,0,18,,,Not Started,7,1,10,2024-07-09,74
2055,music,2022-08-19,2022-08-27,2054.0,234.00,Normal,0,18,,,Not Started,8,1,11,2024-07-09,89
2056,say,2022-08-26,2022-08-31,2055.0,711.00,Normal,0,18,,,Not Started,5,1,14,2024-07-09,87
2057,own,2022-08-31,2022-09-03,2056.0,598.00,Normal,0,18,,,Not Started,3,1,3,2024-07-09,63
2058,special,2022-09-02,2022-09-08,2057.0,863.00,Normal,0,18,,,Not Started,6,1,8,2024-07-09,54
2059,fish,2022-09-07,2022-09-14,2058.0,912.00,Normal,0,18,,,Not Started,7,1,14,2024-07-09,85
2060,media,2022-09-13,2022-09-20,2059.0,753.00,Normal,0,18,,,Not Started,7,1,10,2024-07-09,67
2061,assume,2022-09-21,2022-09-24,2060.0,685.00,Normal,0,18,,,Not Started,3,1,2,2024-07-09,73
2062,respond,2022-09-23,2022-09-27,2061.0,739.00,Normal,0,18,,,Not Started,4,1,11,2024-07-09,70
2063,argue,2022-09-27,2022-09-30,2062.0,693.00,Normal,0,18,,,Not Started,3,1,11,2024-07-09,53
2064,to,2022-09-30,2022-10-04,2063.0,548.00,Normal,0,18,,,Not Started,4,1,7,2024-07-09,71
2065,official,2022-10-03,2022-10-07,2064.0,683.00,Normal,0,18,,,Not Started,4,1,14,2024-07-09,95
2066,main,2022-10-07,2022-10-13,2065.0,428.00,Normal,0,18,,,Not Started,6,1,17,2024-07-09,41
2067,sound,2022-10-14,2022-10-20,2066.0,422.00,Normal,0,18,,,Not Started,6,1,12,2024-07-09,75
2068,control,2022-10-19,2022-10-25,2067.0,804.00,Normal,0,18,,,Not Started,6,1,5,2024-07-09,90
2069,weight,2022-10-25,2022-10-27,2068.0,361.00,Normal,0,18,,,Not Started,2,1,5,2024-07-09,96
2070,management,2022-10-26,2022-10-31,2069.0,275.00,Normal,0,18,,,Not Started,5,1,17,2024-07-09,79
2071,law,2022-10-30,2022-11-07,2070.0,203.00,Normal,0,18,,,Not Started,8,1,9,2024-07-09,52
2072,glass,2022-11-06,2022-11-14,2071.0,279.00,Normal,0,18,,,Not Started,8,1,16,2024-07-09,34
2073,site,2022-11-14,2022-11-19,2072.0,941.00,Normal,0,18,,,Not Started,5,1,15,2024-07-09,80
2074,visit,2022-11-19,2022-11-22,2073.0,922.00,Normal,0,18,,,Not Started,3,1,21,2024-07-09,32
2075,three,2022-11-22,2022-11-25,2074.0,589.00,Normal,0,18,,,Not Started,3,1,8,2024-07-09,35
2076,hope,2022-11-24,2022-12-01,2075.0,974.00,Normal,0,18,,,Not Started,7,1,10,2024-07-09,47
2077,believe,2022-12-02,2022-12-09,2076.0,946.00,Normal,0,18,,,Not Started,7,1,10,2024-07-09,85
2078,theory,2022-12-08,2022-12-16,2077.0,462.00,Normal,0,18,,,Not Started,8,1,13,2024-07-09,71
