Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment
2021-04-06,9,118,68,2,2,66,328,45726.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-06,10,143,50,3,3,47,275,33230.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-06,11,136,49,2,2,47,275,30648.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-06,12,100,84,1,1,83,428,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-06,15,90,78,1,1,77,414,52926.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-06,16,142,72,2,1,70,399,43267.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-06,17,94,17,2,2,15,87,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-06,20,85,39,2,2,37,201,24357.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-06,21,135,23,2,2,21,119,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-06,22,95,49,2,2,47,261,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-06,24,111,21,1,1,20,111,13839.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-06,25,136,90,3,3,87,465,60167.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-06,26,125,66,3,3,63,343,41587.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-06,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-06,29,108,106,2,2,104,541,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-06,30,142,97,3,3,94,481,56761.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-07,1,149,86,2,2,84,461,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-07,2,129,99,3,3,96,501,57600.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-07,5,122,13,1,1,12,84,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-07,6,147,147,1,1,146,759,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-07,7,84,42,2,2,40,245,26874.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-07,8,118,117,1,1,116,583,75298.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-07,9,118,68,2,2,66,330,45726.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-07,10,143,51,3,3,48,278,33666.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-07,11,136,50,2,2,48,278,30898.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-07,12,100,84,1,1,83,428,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-07,15,90,78,1,1,77,415,52926.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-07,16,142,72,2,1,70,399,43267.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-07,17,94,17,2,2,15,88,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-07,20,85,39,2,2,37,202,24357.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-07,21,135,23,2,2,21,121,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-07,22,95,49,2,2,47,262,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-07,24,111,21,1,1,20,111,13839.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-07,25,136,90,3,3,87,467,60167.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-07,26,125,67,3,3,64,345,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-07,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-07,29,108,106,2,2,104,542,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-07,30,142,97,3,3,94,483,56761.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-08,1,149,86,2,2,84,463,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-08,2,129,99,3,3,96,503,57600.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-08,5,122,13,1,1,12,84,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-08,6,147,147,1,1,146,760,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-08,7,84,42,2,2,40,245,26874.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-08,8,118,117,1,1,116,584,75298.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-08,9,118,68,2,2,66,331,45726.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-08,10,143,51,3,3,48,278,33666.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-08,11,136,50,2,2,48,280,30898.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-08,12,100,84,1,1,83,428,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-08,15,90,79,1,1,78,416,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-08,16,142,72,2,2,70,400,43267.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-08,17,94,17,2,2,15,88,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-08,20,85,39,2,2,37,203,24357.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-08,21,135,23,2,2,21,123,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-08,22,95,49,2,2,47,263,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-08,24,111,21,1,1,20,112,13839.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-08,25,136,90,3,3,87,468,60167.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-08,26,125,67,3,3,64,347,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-08,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-08,29,108,106,2,2,104,543,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-08,30,142,97,3,3,94,486,56761.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-09,1,149,86,2,2,84,463,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-09,2,129,99,3,3,96,505,57600.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-09,5,122,13,1,1,12,84,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-09,6,147,147,1,1,146,761,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-09,7,84,43,2,2,41,247,27313.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-09,8,118,117,1,1,116,585,75298.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-09,9,118,69,2,2,67,332,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-09,10,143,52,3,2,49,281,34456.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-09,11,136,50,2,2,48,282,30898.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-09,12,100,84,1,1,83,428,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-09,15,90,79,1,1,78,416,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-09,16,142,73,2,2,71,403,44139.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-09,17,94,17,2,2,15,89,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-09,20,85,39,2,2,37,204,24357.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-09,21,135,23,2,2,21,124,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-09,22,95,49,2,2,47,264,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-09,24,111,21,1,1,20,113,13839.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-09,25,136,90,3,3,87,470,60167.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-09,26,125,67,3,3,64,350,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-09,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-09,29,108,106,2,2,104,544,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-09,30,142,98,3,3,95,489,57488.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-10,1,149,86,2,2,84,463,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-10,2,129,100,3,3,97,507,58093.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-10,5,122,13,1,1,12,84,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-10,6,147,147,1,1,146,762,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-10,7,84,43,2,2,41,247,27313.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-10,8,118,117,1,1,116,586,75298.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-10,9,118,69,2,2,67,332,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-10,10,143,52,3,2,49,281,34456.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-10,11,136,50,2,2,48,284,30898.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-10,12,100,84,1,1,83,428,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-10,15,90,79,1,1,78,416,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-10,16,142,73,2,2,71,405,44139.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-10,17,94,17,2,2,15,89,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-10,20,85,39,2,2,37,204,24357.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-10,21,135,23,2,2,21,124,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-10,22,95,49,2,2,47,265,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-10,24,111,22,1,1,21,114,14335.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-10,25,136,90,3,3,87,472,60167.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-10,26,125,67,3,3,64,351,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-10,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-10,29,108,106,2,2,104,544,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-10,30,142,98,3,3,95,489,57488.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-11,1,149,86,2,2,84,463,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-11,2,129,101,3,3,98,509,59070.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-11,5,122,13,1,1,12,84,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-11,6,147,147,1,1,146,762,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-11,7,84,43,2,2,41,247,27313.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-11,8,118,117,1,1,116,586,75298.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-11,9,118,69,2,2,67,332,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-11,10,143,52,3,3,49,281,34456.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-11,11,136,50,2,2,48,284,30898.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-11,12,100,84,1,1,83,428,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-11,15,90,79,1,1,78,416,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-11,16,142,73,2,2,71,405,44139.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-11,17,94,17,2,2,15,89,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-11,20,85,39,2,2,37,204,24357.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-11,21,135,23,2,2,21,124,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-11,22,95,49,2,2,47,265,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-11,24,111,22,1,1,21,114,14335.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-11,25,136,90,3,3,87,472,60167.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-11,26,125,67,3,3,64,351,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-11,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-11,29,108,106,2,2,104,544,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-11,30,142,98,3,3,95,489,57488.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-12,1,149,86,2,2,84,464,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-12,2,129,101,3,3,98,512,59070.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-12,5,122,13,1,1,12,85,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-12,6,147,147,1,1,146,762,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-12,7,84,44,2,2,42,249,27899.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-12,8,118,117,1,1,116,586,75298.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-12,9,118,69,2,2,67,334,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-12,10,143,53,3,3,50,284,34841.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-12,11,136,50,2,2,48,285,30898.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-12,12,100,84,1,1,83,429,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-12,15,90,79,1,1,78,416,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-12,16,142,74,2,1,72,408,46309.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-12,17,94,17,2,2,15,90,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-12,20,85,40,2,2,38,205,25064.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-12,21,135,23,2,2,21,125,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-12,22,95,49,2,2,47,266,33254.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-12,24,111,22,1,1,21,114,14335.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-12,25,136,91,3,3,88,475,61020.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-12,26,125,67,3,3,64,353,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-12,28,137,135,1,1,134,691,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-12,29,108,106,2,2,104,544,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-12,30,142,98,3,3,95,491,57488.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-13,1,149,86,2,2,84,464,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-13,2,129,102,3,3,99,515,59457.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-13,5,122,13,1,1,12,86,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-13,6,147,147,1,1,146,762,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-13,7,84,45,2,2,43,251,28890.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-13,8,118,118,1,1,117,588,75786.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-13,9,118,69,2,2,67,336,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-13,10,143,53,3,3,50,286,34841.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-13,11,136,51,2,2,49,288,31113.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-13,12,100,84,1,1,83,429,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-13,15,90,79,1,1,78,416,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-13,16,142,74,2,1,72,410,46309.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-13,17,94,17,2,2,15,92,9507.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-13,20,85,40,2,2,38,206,25064.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-13,21,135,23,2,2,21,126,17522.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-13,22,95,50,2,2,48,268,33945.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-13,24,111,22,1,1,21,115,14335.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-13,25,136,92,3,3,89,479,61926.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-13,26,125,67,3,3,64,355,42568.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-13,28,137,135,1,1,134,692,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-13,29,108,106,2,2,104,546,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-13,30,142,98,3,3,95,492,57488.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-14,1,149,86,2,2,84,465,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-14,2,129,103,3,3,100,517,60289.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-14,5,122,13,1,1,12,86,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-14,6,147,147,1,1,146,762,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-14,7,84,45,2,2,43,252,28890.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-14,8,118,118,1,1,117,589,75786.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-14,9,118,69,2,2,67,337,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-14,10,143,53,3,3,50,287,34841.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-14,11,136,52,2,2,50,290,31906.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-14,12,100,84,1,1,83,430,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-14,15,90,79,1,1,78,417,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-14,16,142,74,2,1,72,412,46309.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-14,17,94,18,2,2,16,95,9961.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-14,20,85,40,2,2,38,207,25064.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-14,21,135,24,2,2,22,127,17749.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-14,22,95,50,2,2,48,269,33945.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-14,24,111,22,1,1,21,115,14335.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-14,25,136,92,3,3,89,481,61926.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-14,26,125,68,3,3,65,358,43261.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-14,28,137,135,1,1,134,693,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-14,29,108,106,2,2,104,548,64547.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-14,30,142,99,3,3,96,493,57827.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-15,1,149,86,2,2,84,466,57717.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-15,2,129,103,3,3,100,519,60289.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-15,5,122,13,1,1,12,87,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-15,6,147,147,1,1,146,762,94629.0,2019-10-08,2020-06-28,2019-10-08,2021-04-16,50.0
2021-04-15,7,84,45,2,2,43,254,28890.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-15,8,118,118,1,1,117,589,75786.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-15,9,118,69,2,2,67,338,46401.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-15,10,143,54,3,3,51,290,35778.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-15,11,136,53,2,2,51,292,32356.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-15,12,100,84,1,1,83,431,53309.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-15,15,90,79,1,1,78,417,53202.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-15,16,142,74,2,1,72,414,46309.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-15,17,94,18,2,2,16,96,9961.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-15,20,85,40,2,2,38,207,25064.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-15,21,135,24,2,2,22,129,17749.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-15,22,95,50,2,2,48,269,33945.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
2021-04-15,24,111,22,1,1,21,115,14335.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2021-04-15,25,136,92,3,3,89,483,61926.0,2020-03-24,2021-06-08,2020-03-24,2022-04-24,50.0
2021-04-15,26,125,69,3,3,66,362,43532.0,2020-06-16,2021-02-22,2020-06-16,2021-12-29,28.57142857142857
2021-04-15,28,137,135,1,1,134,693,87689.0,2019-07-16,2020-06-23,2019-07-16,2021-05-24,16.666666666666664
2021-04-15,29,108,107,2,2,105,551,65476.0,2019-06-18,2020-06-26,2019-06-18,2021-05-24,16.666666666666664
2021-04-15,30,142,99,3,3,96,495,57827.0,2020-02-25,2020-12-19,2020-02-25,2021-11-22,14.285714285714285
2021-04-16,1,149,87,2,2,85,468,58465.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2021-04-16,2,129,103,3,3,100,520,60289.0,2020-02-25,2020-11-20,2020-02-25,2021-10-23,12.5
2021-04-16,5,122,13,1,1,12,87,8714.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2021-04-16,7,84,45,2,2,43,255,28890.0,2020-05-19,2021-04-22,2020-05-19,2022-04-05,66.66666666666666
2021-04-16,8,118,118,1,1,117,590,75786.0,2019-04-23,2020-04-25,2019-04-23,2021-04-24,14.285714285714285
2021-04-16,9,118,69,1,1,68,339,46719.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2021-04-16,10,143,54,3,3,51,293,35778.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2021-04-16,11,136,54,2,2,52,295,32695.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2021-04-16,12,100,85,1,1,84,432,54307.0,2019-12-31,2020-10-20,2019-12-31,2021-11-16,37.5
2021-04-16,15,90,80,1,1,79,419,53785.0,2019-12-03,2020-11-16,2019-12-03,2021-12-17,0.0
2021-04-16,16,142,74,2,1,72,414,46309.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2021-04-16,17,94,18,2,2,16,97,9961.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2021-04-16,20,85,40,2,2,38,208,25064.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2021-04-16,21,135,24,2,2,22,130,17749.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2021-04-16,22,95,50,2,2,48,271,33945.0,2020-06-16,2021-03-20,2020-06-16,2022-02-16,28.57142857142857
