Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,WorkDay,ActualStartDate,ActualEndDate
2019-06-13,562,administration,2019-06-08,2019-06-17,631.0,Normal,1,6,On Progress,7,4,2,1.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-13,623,of,2019-06-05,2019-06-13,521.0,Normal,2,6,On Progress,7,2,1,1.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-13,683,our,2019-05-29,2019-06-02,875.0,Critical,5,7,Completed,5,3,6,1.0,62.5,127,2019-06-06 00:00:00,2019-06-13
2019-06-13,684,fast,2019-06-02,2019-06-03,369.0,Critical,1,7,Delayed,2,4,7,1.0,37.5,127,2019-06-13 00:00:00,2019-06-14
2019-06-13,732,I,2019-06-03,2019-06-07,678.0,Critical,4,7,Delayed,5,4,6,1.0,50.0,127,2019-06-08 00:00:00,2019-06-14
2019-06-13,947,young,2019-05-09,2019-05-17,929.0,Critical,3,9,Delayed,7,4,47,1.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-13,1004,drive,2019-05-11,2019-05-21,382.0,Critical,6,9,Delayed,8,3,39,1.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-13,1132,computer,2019-05-29,2019-06-04,508.0,Critical,6,10,Delayed,7,2,30,1.0,62.5,127,2019-06-08 00:00:00,2019-06-14
2019-06-13,1479,we,2019-06-07,2019-06-09,856.0,Critical,1,13,Delayed,3,1,32,1.0,50.0,127,2019-06-12 00:00:00,2019-06-15
2019-06-13,1525,figure,2019-05-26,2019-06-02,953.0,Critical,8,13,Completed,8,2,31,1.0,75.0,127,2019-06-06 00:00:00,2019-06-13
2019-06-13,1526,dream,2019-06-03,2019-06-10,416.0,Critical,1,13,Delayed,8,1,32,1.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-13,1905,place,2019-06-04,2019-06-10,202.0,Critical,6,17,Completed,6,2,5,1.0,42.857142857142854,63,2019-06-07 00:00:00,2019-06-13
2019-06-13,1906,guess,2019-06-10,2019-06-11,707.0,Critical,1,17,Delayed,2,4,6,1.0,57.14285714285714,63,2019-06-13 00:00:00,2019-06-14
2019-06-13,1946,war,2019-05-31,2019-06-05,697.0,Critical,3,17,Delayed,5,3,3,1.0,57.14285714285714,63,2019-06-10 00:00:00,2019-06-17
2019-06-13,1997,street,2019-06-09,2019-06-11,386.0,Critical,2,18,Delayed,3,3,13,1.0,66.66666666666666,63,2019-06-12 00:00:00,2019-06-14
2019-06-13,2089,game,2019-06-02,2019-06-08,781.0,Critical,6,18,Delayed,7,1,10,1.0,50.0,63,2019-06-05 00:00:00,2019-06-17
2019-06-13,2443,raise,2019-05-28,2019-06-06,393.0,Critical,4,22,Delayed,8,2,33,1.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-13,2536,bar,2019-05-24,2019-06-04,474.0,Critical,2,22,Delayed,8,1,36,1.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
2019-06-13,2824,describe,2019-05-31,2019-06-11,285.0,Critical,3,25,Delayed,8,1,23,1.0,50.0,31,2019-06-11 00:00:00,2019-06-24
2019-06-13,3220,front,2019-06-10,2019-06-17,688.0,Normal,1,29,On Progress,8,2,37,1.0,62.5,127,2019-06-12 00:00:00,2019-06-21
2019-06-13,3297,present,2019-05-29,2019-06-05,754.0,Critical,5,30,Delayed,7,3,24,1.0,71.42857142857143,63,2019-06-08 00:00:00,2019-06-17
2019-06-13,3350,prove,2019-05-23,2019-05-31,418.0,Critical,6,30,Delayed,8,2,20,1.0,71.42857142857143,63,2019-06-05 00:00:00,2019-06-17
2019-06-14,4,adult,2019-06-11,2019-06-17,334.0,Normal,3,1,On Progress,5,1,3,0.0,33.33333333333333,31,2019-06-11 00:00:00,2019-06-18
2019-06-14,49,physical,2019-06-09,2019-06-11,882.0,Critical,2,1,Delayed,3,2,1,0.0,60.0,31,2019-06-11 00:00:00,2019-06-17
2019-06-14,514,middle,2019-05-14,2019-05-17,286.0,Critical,0,5,Delayed,4,2,49,0.0,0.0,31,2019-06-13 00:00:00,2019-06-21
2019-06-14,562,administration,2019-06-08,2019-06-17,631.0,Normal,1,6,On Progress,7,4,2,0.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-14,623,of,2019-06-05,2019-06-13,521.0,Critical,3,6,Delayed,7,2,1,0.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-14,684,fast,2019-06-02,2019-06-03,369.0,Critical,2,7,Completed,2,4,7,0.0,37.5,127,2019-06-13 00:00:00,2019-06-14
2019-06-14,685,first,2019-06-03,2019-06-07,647.0,Critical,1,7,Delayed,5,4,8,0.0,50.0,127,2019-06-14 00:00:00,2019-06-18
2019-06-14,732,I,2019-06-03,2019-06-07,678.0,Critical,5,7,Completed,5,4,6,0.0,50.0,127,2019-06-08 00:00:00,2019-06-14
2019-06-14,733,professor,2019-06-09,2019-06-15,346.0,Normal,1,7,On Progress,7,3,7,0.0,62.5,127,2019-06-14 00:00:00,2019-06-21
2019-06-14,947,young,2019-05-09,2019-05-17,929.0,Critical,3,9,Delayed,7,4,47,0.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-14,1004,drive,2019-05-11,2019-05-21,382.0,Critical,6,9,Delayed,8,3,39,0.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-14,1132,computer,2019-05-29,2019-06-04,508.0,Critical,7,10,Completed,7,2,30,0.0,62.5,127,2019-06-08 00:00:00,2019-06-14
2019-06-14,1133,Mr,2019-06-06,2019-06-11,857.0,Critical,1,10,Delayed,6,4,31,0.0,50.0,127,2019-06-14 00:00:00,2019-06-19
2019-06-14,1479,we,2019-06-07,2019-06-09,856.0,Critical,2,13,Delayed,3,1,32,0.0,50.0,127,2019-06-12 00:00:00,2019-06-15
2019-06-14,1526,dream,2019-06-03,2019-06-10,416.0,Critical,2,13,Delayed,8,1,32,0.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-14,1906,guess,2019-06-10,2019-06-11,707.0,Critical,2,17,Completed,2,4,6,0.0,57.14285714285714,63,2019-06-13 00:00:00,2019-06-14
2019-06-14,1907,notice,2019-06-12,2019-06-14,971.0,Normal,1,17,On Progress,3,2,7,0.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-14,1946,war,2019-05-31,2019-06-05,697.0,Critical,4,17,Delayed,5,3,3,0.0,57.14285714285714,63,2019-06-10 00:00:00,2019-06-17
2019-06-14,1997,street,2019-06-09,2019-06-11,386.0,Critical,3,18,Completed,3,3,13,0.0,66.66666666666666,63,2019-06-12 00:00:00,2019-06-14
2019-06-14,1998,soldier,2019-06-12,2019-06-15,599.0,Normal,1,18,On Progress,4,2,14,0.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-14,2089,game,2019-06-02,2019-06-08,781.0,Critical,6,18,Delayed,7,1,10,0.0,50.0,63,2019-06-05 00:00:00,2019-06-17
2019-06-14,2443,raise,2019-05-28,2019-06-06,393.0,Critical,5,22,Delayed,8,2,33,0.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-14,2536,bar,2019-05-24,2019-06-04,474.0,Critical,3,22,Delayed,8,1,36,0.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
2019-06-14,2824,describe,2019-05-31,2019-06-11,285.0,Critical,4,25,Delayed,8,1,23,0.0,50.0,31,2019-06-11 00:00:00,2019-06-24
2019-06-14,3220,front,2019-06-10,2019-06-17,688.0,Normal,2,29,On Progress,8,2,37,0.0,62.5,127,2019-06-12 00:00:00,2019-06-21
2019-06-14,3297,present,2019-05-29,2019-06-05,754.0,Critical,5,30,Delayed,7,3,24,0.0,71.42857142857143,63,2019-06-08 00:00:00,2019-06-17
2019-06-14,3350,prove,2019-05-23,2019-05-31,418.0,Critical,7,30,Delayed,8,2,20,0.0,71.42857142857143,63,2019-06-05 00:00:00,2019-06-17
2019-06-15,4,adult,2019-06-11,2019-06-17,334.0,Normal,3,1,On Progress,5,1,3,1.0,33.33333333333333,31,2019-06-11 00:00:00,2019-06-18
2019-06-15,49,physical,2019-06-09,2019-06-11,882.0,Critical,2,1,Delayed,3,2,1,1.0,60.0,31,2019-06-11 00:00:00,2019-06-17
2019-06-15,514,middle,2019-05-14,2019-05-17,286.0,Critical,0,5,Delayed,4,2,49,1.0,0.0,31,2019-06-13 00:00:00,2019-06-21
2019-06-15,562,administration,2019-06-08,2019-06-17,631.0,Normal,1,6,On Progress,7,4,2,1.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-15,623,of,2019-06-05,2019-06-13,521.0,Critical,3,6,Delayed,7,2,1,1.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-15,685,first,2019-06-03,2019-06-07,647.0,Critical,2,7,Delayed,5,4,8,1.0,50.0,127,2019-06-14 00:00:00,2019-06-18
2019-06-15,733,professor,2019-06-09,2019-06-15,346.0,Normal,2,7,On Progress,7,3,7,1.0,62.5,127,2019-06-14 00:00:00,2019-06-21
2019-06-15,947,young,2019-05-09,2019-05-17,929.0,Critical,3,9,Delayed,7,4,47,1.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-15,1004,drive,2019-05-11,2019-05-21,382.0,Critical,6,9,Delayed,8,3,39,1.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-15,1133,Mr,2019-06-06,2019-06-11,857.0,Critical,2,10,Delayed,6,4,31,1.0,50.0,127,2019-06-14 00:00:00,2019-06-19
2019-06-15,1479,we,2019-06-07,2019-06-09,856.0,Critical,3,13,Completed,3,1,32,1.0,50.0,127,2019-06-12 00:00:00,2019-06-15
2019-06-15,1480,fish,2019-06-10,2019-06-17,688.0,Normal,0,13,On Progress,8,4,33,1.0,62.5,127,2019-06-15 00:00:00,2019-06-23
2019-06-15,1526,dream,2019-06-03,2019-06-10,416.0,Critical,3,13,Delayed,8,1,32,1.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-15,1907,notice,2019-06-12,2019-06-14,971.0,Critical,1,17,Delayed,3,2,7,1.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-15,1946,war,2019-05-31,2019-06-05,697.0,Critical,4,17,Delayed,5,3,3,1.0,57.14285714285714,63,2019-06-10 00:00:00,2019-06-17
2019-06-15,1998,soldier,2019-06-12,2019-06-15,599.0,Normal,2,18,On Progress,4,2,14,1.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-15,2089,game,2019-06-02,2019-06-08,781.0,Critical,6,18,Delayed,7,1,10,1.0,50.0,63,2019-06-05 00:00:00,2019-06-17
2019-06-15,2443,raise,2019-05-28,2019-06-06,393.0,Critical,5,22,Delayed,8,2,33,1.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-15,2536,bar,2019-05-24,2019-06-04,474.0,Critical,3,22,Delayed,8,1,36,1.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
2019-06-15,2824,describe,2019-05-31,2019-06-11,285.0,Critical,4,25,Delayed,8,1,23,1.0,50.0,31,2019-06-11 00:00:00,2019-06-24
2019-06-15,3220,front,2019-06-10,2019-06-17,688.0,Normal,3,29,On Progress,8,2,37,1.0,62.5,127,2019-06-12 00:00:00,2019-06-21
2019-06-15,3297,present,2019-05-29,2019-06-05,754.0,Critical,6,30,Delayed,7,3,24,1.0,71.42857142857143,63,2019-06-08 00:00:00,2019-06-17
2019-06-15,3350,prove,2019-05-23,2019-05-31,418.0,Critical,7,30,Delayed,8,2,20,1.0,71.42857142857143,63,2019-06-05 00:00:00,2019-06-17
2019-06-16,4,adult,2019-06-11,2019-06-17,334.0,Normal,3,1,On Progress,5,1,3,1.0,33.33333333333333,31,2019-06-11 00:00:00,2019-06-18
2019-06-16,49,physical,2019-06-09,2019-06-11,882.0,Critical,2,1,Delayed,3,2,1,1.0,60.0,31,2019-06-11 00:00:00,2019-06-17
2019-06-16,514,middle,2019-05-14,2019-05-17,286.0,Critical,0,5,Delayed,4,2,49,1.0,0.0,31,2019-06-13 00:00:00,2019-06-21
2019-06-16,562,administration,2019-06-08,2019-06-17,631.0,Normal,1,6,On Progress,7,4,2,1.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-16,623,of,2019-06-05,2019-06-13,521.0,Critical,3,6,Delayed,7,2,1,1.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-16,685,first,2019-06-03,2019-06-07,647.0,Critical,3,7,Delayed,5,4,8,1.0,50.0,127,2019-06-14 00:00:00,2019-06-18
2019-06-16,733,professor,2019-06-09,2019-06-15,346.0,Critical,2,7,Delayed,7,3,7,1.0,62.5,127,2019-06-14 00:00:00,2019-06-21
2019-06-16,947,young,2019-05-09,2019-05-17,929.0,Critical,3,9,Delayed,7,4,47,1.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-16,1004,drive,2019-05-11,2019-05-21,382.0,Critical,6,9,Delayed,8,3,39,1.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-16,1133,Mr,2019-06-06,2019-06-11,857.0,Critical,3,10,Delayed,6,4,31,1.0,50.0,127,2019-06-14 00:00:00,2019-06-19
2019-06-16,1480,fish,2019-06-10,2019-06-17,688.0,Normal,1,13,On Progress,8,4,33,1.0,62.5,127,2019-06-15 00:00:00,2019-06-23
2019-06-16,1526,dream,2019-06-03,2019-06-10,416.0,Critical,4,13,Delayed,8,1,32,1.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-16,1907,notice,2019-06-12,2019-06-14,971.0,Critical,1,17,Delayed,3,2,7,1.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-16,1946,war,2019-05-31,2019-06-05,697.0,Critical,4,17,Delayed,5,3,3,1.0,57.14285714285714,63,2019-06-10 00:00:00,2019-06-17
2019-06-16,1998,soldier,2019-06-12,2019-06-15,599.0,Critical,2,18,Delayed,4,2,14,1.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-16,2089,game,2019-06-02,2019-06-08,781.0,Critical,6,18,Delayed,7,1,10,1.0,50.0,63,2019-06-05 00:00:00,2019-06-17
2019-06-16,2443,raise,2019-05-28,2019-06-06,393.0,Critical,5,22,Delayed,8,2,33,1.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-16,2536,bar,2019-05-24,2019-06-04,474.0,Critical,3,22,Delayed,8,1,36,1.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
2019-06-16,2824,describe,2019-05-31,2019-06-11,285.0,Critical,4,25,Delayed,8,1,23,1.0,50.0,31,2019-06-11 00:00:00,2019-06-24
2019-06-16,3220,front,2019-06-10,2019-06-17,688.0,Normal,4,29,On Progress,8,2,37,1.0,62.5,127,2019-06-12 00:00:00,2019-06-21
2019-06-16,3297,present,2019-05-29,2019-06-05,754.0,Critical,6,30,Delayed,7,3,24,1.0,71.42857142857143,63,2019-06-08 00:00:00,2019-06-17
2019-06-16,3350,prove,2019-05-23,2019-05-31,418.0,Critical,7,30,Delayed,8,2,20,1.0,71.42857142857143,63,2019-06-05 00:00:00,2019-06-17
2019-06-17,4,adult,2019-06-11,2019-06-17,334.0,Normal,4,1,On Progress,5,1,3,0.0,33.33333333333333,31,2019-06-11 00:00:00,2019-06-18
2019-06-17,49,physical,2019-06-09,2019-06-11,882.0,Critical,3,1,Completed,3,2,1,0.0,60.0,31,2019-06-11 00:00:00,2019-06-17
2019-06-17,50,set,2019-06-13,2019-06-18,993.0,Normal,1,1,On Progress,4,1,2,0.0,33.33333333333333,31,2019-06-17 00:00:00,2019-06-20
2019-06-17,514,middle,2019-05-14,2019-05-17,286.0,Critical,1,5,Delayed,4,2,49,0.0,0.0,31,2019-06-13 00:00:00,2019-06-21
2019-06-17,562,administration,2019-06-08,2019-06-17,631.0,Normal,2,6,On Progress,7,4,2,0.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-17,623,of,2019-06-05,2019-06-13,521.0,Critical,4,6,Delayed,7,2,1,0.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-17,685,first,2019-06-03,2019-06-07,647.0,Critical,4,7,Delayed,5,4,8,0.0,50.0,127,2019-06-14 00:00:00,2019-06-18
2019-06-17,733,professor,2019-06-09,2019-06-15,346.0,Critical,3,7,Delayed,7,3,7,0.0,62.5,127,2019-06-14 00:00:00,2019-06-21
2019-06-17,947,young,2019-05-09,2019-05-17,929.0,Critical,4,9,Delayed,7,4,47,0.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-17,1004,drive,2019-05-11,2019-05-21,382.0,Critical,6,9,Delayed,8,3,39,0.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-17,1133,Mr,2019-06-06,2019-06-11,857.0,Critical,4,10,Delayed,6,4,31,0.0,50.0,127,2019-06-14 00:00:00,2019-06-19
2019-06-17,1480,fish,2019-06-10,2019-06-17,688.0,Normal,2,13,On Progress,8,4,33,0.0,62.5,127,2019-06-15 00:00:00,2019-06-23
2019-06-17,1526,dream,2019-06-03,2019-06-10,416.0,Critical,5,13,Delayed,8,1,32,0.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-17,1907,notice,2019-06-12,2019-06-14,971.0,Critical,2,17,Delayed,3,2,7,0.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-17,1946,war,2019-05-31,2019-06-05,697.0,Critical,5,17,Completed,5,3,3,0.0,57.14285714285714,63,2019-06-10 00:00:00,2019-06-17
2019-06-17,1947,ability,2019-06-05,2019-06-13,590.0,Critical,1,17,Delayed,8,2,4,0.0,42.857142857142854,63,2019-06-17 00:00:00,2019-06-26
2019-06-17,1998,soldier,2019-06-12,2019-06-15,599.0,Critical,3,18,Delayed,4,2,14,0.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-17,2089,game,2019-06-02,2019-06-08,781.0,Critical,7,18,Completed,7,1,10,0.0,50.0,63,2019-06-05 00:00:00,2019-06-17
2019-06-17,2090,nothing,2019-06-10,2019-06-11,816.0,Critical,0,18,Delayed,2,2,11,0.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-19
2019-06-17,2443,raise,2019-05-28,2019-06-06,393.0,Critical,6,22,Delayed,8,2,33,0.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-17,2536,bar,2019-05-24,2019-06-04,474.0,Critical,4,22,Delayed,8,1,36,0.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
2019-06-17,2824,describe,2019-05-31,2019-06-11,285.0,Critical,5,25,Delayed,8,1,23,0.0,50.0,31,2019-06-11 00:00:00,2019-06-24
2019-06-17,3220,front,2019-06-10,2019-06-17,688.0,Normal,5,29,On Progress,8,2,37,0.0,62.5,127,2019-06-12 00:00:00,2019-06-21
2019-06-17,3297,present,2019-05-29,2019-06-05,754.0,Critical,7,30,Completed,7,3,24,0.0,71.42857142857143,63,2019-06-08 00:00:00,2019-06-17
2019-06-17,3298,test,2019-06-06,2019-06-08,506.0,Critical,1,30,Delayed,3,3,25,0.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-19
2019-06-17,3350,prove,2019-05-23,2019-05-31,418.0,Critical,8,30,Completed,8,2,20,0.0,71.42857142857143,63,2019-06-05 00:00:00,2019-06-17
2019-06-17,3351,Mr,2019-06-01,2019-06-03,297.0,Critical,1,30,Delayed,2,3,21,0.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-18
2019-06-18,4,adult,2019-06-11,2019-06-17,334.0,Normal,5,1,Completed,5,1,3,0.0,33.33333333333333,31,2019-06-11 00:00:00,2019-06-18
2019-06-18,5,condition,2019-06-17,2019-06-25,621.0,Normal,1,1,On Progress,7,3,4,0.0,16.666666666666664,31,2019-06-18 00:00:00,2019-06-27
2019-06-18,50,set,2019-06-13,2019-06-18,993.0,Normal,2,1,On Progress,4,1,2,0.0,33.33333333333333,31,2019-06-17 00:00:00,2019-06-20
2019-06-18,514,middle,2019-05-14,2019-05-17,286.0,Critical,2,5,Delayed,4,2,49,0.0,0.0,31,2019-06-13 00:00:00,2019-06-21
2019-06-18,562,administration,2019-06-08,2019-06-17,631.0,Critical,3,6,Delayed,7,4,2,0.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-18,623,of,2019-06-05,2019-06-13,521.0,Critical,5,6,Delayed,7,2,1,0.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-18,685,first,2019-06-03,2019-06-07,647.0,Critical,5,7,Completed,5,4,8,0.0,50.0,127,2019-06-14 00:00:00,2019-06-18
2019-06-18,686,result,2019-06-09,2019-06-10,485.0,Critical,1,7,Delayed,2,2,9,0.0,62.5,127,2019-06-18 00:00:00,2019-06-19
2019-06-18,733,professor,2019-06-09,2019-06-15,346.0,Critical,4,7,Delayed,7,3,7,0.0,62.5,127,2019-06-14 00:00:00,2019-06-21
2019-06-18,947,young,2019-05-09,2019-05-17,929.0,Critical,5,9,Delayed,7,4,47,0.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-18,1004,drive,2019-05-11,2019-05-21,382.0,Critical,7,9,Delayed,8,3,39,0.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-18,1133,Mr,2019-06-06,2019-06-11,857.0,Critical,5,10,Delayed,6,4,31,0.0,50.0,127,2019-06-14 00:00:00,2019-06-19
2019-06-18,1480,fish,2019-06-10,2019-06-17,688.0,Critical,3,13,Delayed,8,4,33,0.0,62.5,127,2019-06-15 00:00:00,2019-06-23
2019-06-18,1526,dream,2019-06-03,2019-06-10,416.0,Critical,6,13,Delayed,8,1,32,0.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-18,1907,notice,2019-06-12,2019-06-14,971.0,Critical,3,17,Completed,3,2,7,0.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-18,1908,newspaper,2019-06-15,2019-06-20,368.0,Normal,1,17,On Progress,5,4,8,0.0,42.857142857142854,63,2019-06-18 00:00:00,2019-06-26
2019-06-18,1947,ability,2019-06-05,2019-06-13,590.0,Critical,2,17,Delayed,8,2,4,0.0,42.857142857142854,63,2019-06-17 00:00:00,2019-06-26
2019-06-18,1998,soldier,2019-06-12,2019-06-15,599.0,Critical,4,18,Completed,4,2,14,0.0,57.14285714285714,63,2019-06-14 00:00:00,2019-06-18
2019-06-18,1999,brother,2019-06-15,2019-06-21,907.0,Normal,1,18,On Progress,6,4,15,0.0,42.857142857142854,63,2019-06-18 00:00:00,2019-06-25
2019-06-18,2090,nothing,2019-06-10,2019-06-11,816.0,Critical,1,18,Delayed,2,2,11,0.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-19
2019-06-18,2443,raise,2019-05-28,2019-06-06,393.0,Critical,7,22,Delayed,8,2,33,0.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-18,2536,bar,2019-05-24,2019-06-04,474.0,Critical,5,22,Delayed,8,1,36,0.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
2019-06-18,2824,describe,2019-05-31,2019-06-11,285.0,Critical,6,25,Delayed,8,1,23,0.0,50.0,31,2019-06-11 00:00:00,2019-06-24
2019-06-18,3220,front,2019-06-10,2019-06-17,688.0,Critical,5,29,Delayed,8,2,37,0.0,62.5,127,2019-06-12 00:00:00,2019-06-21
2019-06-18,3298,test,2019-06-06,2019-06-08,506.0,Critical,2,30,Delayed,3,3,25,0.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-19
2019-06-18,3351,Mr,2019-06-01,2019-06-03,297.0,Critical,2,30,Completed,2,3,21,0.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-18
2019-06-18,3352,happen,2019-06-03,2019-06-11,625.0,Critical,0,30,Delayed,8,2,22,0.0,57.14285714285714,63,2019-06-18 00:00:00,2019-07-01
2019-06-19,5,condition,2019-06-17,2019-06-25,621.0,Normal,2,1,On Progress,7,3,4,1.0,16.666666666666664,31,2019-06-18 00:00:00,2019-06-27
2019-06-19,50,set,2019-06-13,2019-06-18,993.0,Critical,3,1,Delayed,4,1,2,1.0,33.33333333333333,31,2019-06-17 00:00:00,2019-06-20
2019-06-19,514,middle,2019-05-14,2019-05-17,286.0,Critical,2,5,Delayed,4,2,49,1.0,0.0,31,2019-06-13 00:00:00,2019-06-21
2019-06-19,562,administration,2019-06-08,2019-06-17,631.0,Critical,4,6,Delayed,7,4,2,1.0,60.0,31,2019-06-12 00:00:00,2019-06-24
2019-06-19,623,of,2019-06-05,2019-06-13,521.0,Critical,6,6,Delayed,7,2,1,1.0,50.0,31,2019-06-07 00:00:00,2019-06-20
2019-06-19,686,result,2019-06-09,2019-06-10,485.0,Critical,2,7,Completed,2,2,9,1.0,62.5,127,2019-06-18 00:00:00,2019-06-19
2019-06-19,687,kid,2019-06-12,2019-06-15,1000.0,Critical,1,7,Delayed,4,2,10,1.0,62.5,127,2019-06-19 00:00:00,2019-06-24
2019-06-19,733,professor,2019-06-09,2019-06-15,346.0,Critical,5,7,Delayed,7,3,7,1.0,62.5,127,2019-06-14 00:00:00,2019-06-21
2019-06-19,947,young,2019-05-09,2019-05-17,929.0,Critical,6,9,Delayed,7,4,47,1.0,33.33333333333333,31,2019-06-10 00:00:00,2019-06-21
2019-06-19,1004,drive,2019-05-11,2019-05-21,382.0,Critical,8,9,Completed,8,3,39,1.0,20.0,31,2019-06-05 00:00:00,2019-06-19
2019-06-19,1005,choose,2019-05-23,2019-05-30,615.0,Critical,1,9,Delayed,6,1,40,1.0,66.66666666666666,31,2019-06-19 00:00:00,2019-06-28
2019-06-19,1133,Mr,2019-06-06,2019-06-11,857.0,Critical,6,10,Completed,6,4,31,1.0,50.0,127,2019-06-14 00:00:00,2019-06-19
2019-06-19,1134,lawyer,2019-06-12,2019-06-13,626.0,Critical,1,10,Delayed,2,1,32,1.0,62.5,127,2019-06-19 00:00:00,2019-06-21
2019-06-19,1480,fish,2019-06-10,2019-06-17,688.0,Critical,4,13,Delayed,8,4,33,1.0,62.5,127,2019-06-15 00:00:00,2019-06-23
2019-06-19,1526,dream,2019-06-03,2019-06-10,416.0,Critical,7,13,Delayed,8,1,32,1.0,50.0,127,2019-06-13 00:00:00,2019-06-20
2019-06-19,1908,newspaper,2019-06-15,2019-06-20,368.0,Normal,2,17,On Progress,5,4,8,1.0,42.857142857142854,63,2019-06-18 00:00:00,2019-06-26
2019-06-19,1947,ability,2019-06-05,2019-06-13,590.0,Critical,2,17,Delayed,8,2,4,1.0,42.857142857142854,63,2019-06-17 00:00:00,2019-06-26
2019-06-19,1999,brother,2019-06-15,2019-06-21,907.0,Normal,2,18,On Progress,6,4,15,1.0,42.857142857142854,63,2019-06-18 00:00:00,2019-06-25
2019-06-19,2090,nothing,2019-06-10,2019-06-11,816.0,Critical,2,18,Completed,2,2,11,1.0,57.14285714285714,63,2019-06-17 00:00:00,2019-06-19
2019-06-19,2091,laugh,2019-06-11,2019-06-14,893.0,Critical,0,18,Delayed,4,1,12,1.0,42.857142857142854,63,2019-06-19 00:00:00,2019-06-24
2019-06-19,2443,raise,2019-05-28,2019-06-06,393.0,Critical,8,22,Completed,8,2,33,1.0,83.33333333333334,31,2019-06-07 00:00:00,2019-06-19
2019-06-19,2444,report,2019-06-06,2019-06-07,500.0,Critical,0,22,Delayed,2,2,34,1.0,66.66666666666666,31,2019-06-19 00:00:00,2019-06-21
2019-06-19,2536,bar,2019-05-24,2019-06-04,474.0,Critical,6,22,Delayed,8,1,36,1.0,66.66666666666666,31,2019-06-12 00:00:00,2019-06-24
