Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,ActualStartDate,ActualEndDate
2020-05-19,524,however,2020-05-04,2020-05-08,375.0,Critical,3,2,Delayed,5,2,83,0,0.0,2020-05-16 00:00:00,2020-05-21
2020-05-19,706,administration,2020-05-06,2020-05-11,364.0,Critical,4,2,Delayed,6,1,96,0,6.451612903225806,2020-05-16 00:00:00,2020-05-21
2020-05-19,871,now,2020-04-15,2020-04-18,319.0,Critical,3,2,Delayed,4,2,92,0,6.451612903225806,2020-05-16 00:00:00,2020-05-21
2020-05-19,949,customer,2020-04-23,2020-04-29,754.0,Critical,5,3,Completed,5,2,18,0,9.090909090909092,2020-05-12 00:00:00,2020-05-19
2020-05-19,950,she,2020-05-01,2020-05-08,564.0,Critical,0,3,Delayed,6,2,19,0,0.0,2020-05-19 00:00:00,2020-05-28
2020-05-19,1117,house,2020-04-24,2020-05-05,315.0,Critical,6,3,Delayed,8,3,25,0,9.523809523809524,2020-05-06 00:00:00,2020-05-22
2020-05-19,1277,same,2020-05-02,2020-05-07,234.0,Critical,2,3,Delayed,5,3,24,0,0.0,2020-05-18 00:00:00,2020-05-25
2020-05-19,1513,out,2020-04-06,2020-04-13,922.0,Critical,7,4,Completed,7,3,102,0,11.11111111111111,2020-05-12 00:00:00,2020-05-19
2020-05-19,1514,glass,2020-04-15,2020-04-18,449.0,Critical,0,4,Delayed,4,2,103,0,7.4074074074074066,2020-05-19 00:00:00,2020-05-25
2020-05-19,1650,experience,2020-03-02,2020-03-06,234.0,Critical,2,4,Delayed,5,1,99,0,11.11111111111111,2020-05-18 00:00:00,2020-05-23
2020-05-19,1796,name,2020-04-30,2020-05-01,358.0,Critical,2,4,Completed,2,3,105,0,3.7037037037037033,2020-05-18 00:00:00,2020-05-19
2020-05-19,1797,itself,2020-05-02,2020-05-08,552.0,Critical,0,4,Delayed,6,2,106,0,0.0,2020-05-19 00:00:00,2020-05-30
2020-05-19,1848,try,2020-05-12,2020-05-18,458.0,Critical,2,5,Delayed,6,2,27,0,22.22222222222222,2020-05-16 00:00:00,2020-05-23
2020-05-19,1994,customer,2020-05-06,2020-05-12,781.0,Critical,3,5,Delayed,6,1,23,0,7.4074074074074066,2020-05-13 00:00:00,2020-05-22
2020-05-19,2148,section,2020-04-24,2020-04-30,594.0,Critical,5,5,Delayed,6,2,27,0,7.6923076923076925,2020-05-11 00:00:00,2020-05-20
2020-05-19,2290,indicate,2020-04-15,2020-04-22,420.0,Critical,3,6,Delayed,6,2,29,0,8.695652173913043,2020-05-14 00:00:00,2020-05-22
2020-05-19,2402,answer,2020-04-24,2020-05-05,872.0,Critical,3,6,Delayed,8,3,30,0,9.523809523809524,2020-05-15 00:00:00,2020-05-27
2020-05-19,2523,difference,2020-04-30,2020-05-06,477.0,Critical,6,7,Delayed,7,3,42,0,3.225806451612903,2020-05-14 00:00:00,2020-05-20
2020-05-19,2637,side,2020-04-28,2020-05-04,711.0,Critical,7,7,Completed,7,1,43,0,6.451612903225806,2020-05-12 00:00:00,2020-05-19
2020-05-19,2638,market,2020-05-05,2020-05-08,844.0,Critical,1,7,Delayed,4,3,44,0,3.225806451612903,2020-05-19 00:00:00,2020-05-22
2020-05-19,2787,agent,2020-04-08,2020-04-16,396.0,Critical,3,8,Delayed,7,1,86,0,13.043478260869565,2020-05-15 00:00:00,2020-05-25
2020-05-19,2918,down,2020-03-20,2020-03-30,677.0,Critical,2,8,Delayed,7,1,79,0,14.285714285714285,2020-05-18 00:00:00,2020-05-26
2020-05-19,3061,at,2020-04-06,2020-04-15,545.0,Critical,6,8,Delayed,8,3,84,0,13.043478260869565,2020-05-08 00:00:00,2020-05-21
2020-05-19,3134,around,2020-04-23,2020-05-01,891.0,Critical,7,9,Completed,7,3,23,0,9.090909090909092,2020-05-07 00:00:00,2020-05-19
2020-05-19,3135,water,2020-05-02,2020-05-04,323.0,Critical,1,9,Delayed,2,2,24,0,0.0,2020-05-19 00:00:00,2020-05-21
2020-05-19,3259,series,2020-05-02,2020-05-07,511.0,Critical,3,9,Delayed,5,1,22,0,0.0,2020-05-13 00:00:00,2020-05-22
2020-05-19,3459,no,2020-04-29,2020-05-01,246.0,Critical,2,10,Delayed,3,1,98,0,8.695652173913043,2020-05-18 00:00:00,2020-05-20
2020-05-19,3607,fire,2020-02-16,2020-02-25,983.0,Critical,8,10,Completed,8,2,81,0,9.090909090909092,2020-05-06 00:00:00,2020-05-19
2020-05-19,3608,success,2020-02-26,2020-02-27,556.0,Critical,0,10,Delayed,2,3,82,0,8.695652173913043,2020-05-19 00:00:00,2020-05-21
2020-05-19,3785,use,2020-03-31,2020-04-06,489.0,Critical,1,10,Delayed,5,2,94,0,17.391304347826086,2020-05-18 00:00:00,2020-05-25
2020-05-20,64,exactly,2020-04-10,2020-04-20,929.0,Critical,2,1,Delayed,7,3,63,0,14.285714285714285,2020-05-15 00:00:00,2020-05-28
2020-05-20,213,performance,2020-04-22,2020-05-01,568.0,Critical,6,1,Delayed,8,2,61,0,8.695652173913043,2020-05-13 00:00:00,2020-05-25
2020-05-20,367,south,2020-04-08,2020-04-17,469.0,Critical,3,1,Delayed,8,2,64,0,13.043478260869565,2020-05-18 00:00:00,2020-05-28
2020-05-20,524,however,2020-05-04,2020-05-08,375.0,Critical,4,2,Delayed,5,2,83,0,0.0,2020-05-16 00:00:00,2020-05-21
2020-05-20,706,administration,2020-05-06,2020-05-11,364.0,Critical,5,2,Delayed,6,1,96,0,6.451612903225806,2020-05-16 00:00:00,2020-05-21
2020-05-20,871,now,2020-04-15,2020-04-18,319.0,Critical,3,2,Delayed,4,2,92,0,6.451612903225806,2020-05-16 00:00:00,2020-05-21
2020-05-20,950,she,2020-05-01,2020-05-08,564.0,Critical,1,3,Delayed,6,2,19,0,0.0,2020-05-19 00:00:00,2020-05-28
2020-05-20,1117,house,2020-04-24,2020-05-05,315.0,Critical,6,3,Delayed,8,3,25,0,9.523809523809524,2020-05-06 00:00:00,2020-05-22
2020-05-20,1277,same,2020-05-02,2020-05-07,234.0,Critical,2,3,Delayed,5,3,24,0,0.0,2020-05-18 00:00:00,2020-05-25
2020-05-20,1514,glass,2020-04-15,2020-04-18,449.0,Critical,1,4,Delayed,4,2,103,0,7.4074074074074066,2020-05-19 00:00:00,2020-05-25
2020-05-20,1650,experience,2020-03-02,2020-03-06,234.0,Critical,2,4,Delayed,5,1,99,0,11.11111111111111,2020-05-18 00:00:00,2020-05-23
2020-05-20,1797,itself,2020-05-02,2020-05-08,552.0,Critical,1,4,Delayed,6,2,106,0,0.0,2020-05-19 00:00:00,2020-05-30
2020-05-20,1848,try,2020-05-12,2020-05-18,458.0,Critical,3,5,Delayed,6,2,27,0,22.22222222222222,2020-05-16 00:00:00,2020-05-23
2020-05-20,1994,customer,2020-05-06,2020-05-12,781.0,Critical,4,5,Delayed,6,1,23,0,7.4074074074074066,2020-05-13 00:00:00,2020-05-22
2020-05-20,2148,section,2020-04-24,2020-04-30,594.0,Critical,6,5,Completed,6,2,27,0,7.6923076923076925,2020-05-11 00:00:00,2020-05-20
2020-05-20,2149,wife,2020-05-02,2020-05-05,769.0,Critical,1,5,Delayed,3,1,28,0,0.0,2020-05-20 00:00:00,2020-05-22
2020-05-20,2290,indicate,2020-04-15,2020-04-22,420.0,Critical,4,6,Delayed,6,2,29,0,8.695652173913043,2020-05-14 00:00:00,2020-05-22
2020-05-20,2402,answer,2020-04-24,2020-05-05,872.0,Critical,4,6,Delayed,8,3,30,0,9.523809523809524,2020-05-15 00:00:00,2020-05-27
2020-05-20,2523,difference,2020-04-30,2020-05-06,477.0,Critical,7,7,Completed,7,3,42,0,3.225806451612903,2020-05-14 00:00:00,2020-05-20
2020-05-20,2524,try,2020-05-06,2020-05-12,954.0,Critical,1,7,Delayed,7,2,43,0,6.451612903225806,2020-05-20 00:00:00,2020-05-26
2020-05-20,2638,market,2020-05-05,2020-05-08,844.0,Critical,2,7,Delayed,4,3,44,0,3.225806451612903,2020-05-19 00:00:00,2020-05-22
2020-05-20,2787,agent,2020-04-08,2020-04-16,396.0,Critical,4,8,Delayed,7,1,86,0,13.043478260869565,2020-05-15 00:00:00,2020-05-25
2020-05-20,2918,down,2020-03-20,2020-03-30,677.0,Critical,3,8,Delayed,7,1,79,0,14.285714285714285,2020-05-18 00:00:00,2020-05-26
2020-05-20,3061,at,2020-04-06,2020-04-15,545.0,Critical,7,8,Delayed,8,3,84,0,13.043478260869565,2020-05-08 00:00:00,2020-05-21
2020-05-20,3135,water,2020-05-02,2020-05-04,323.0,Critical,1,9,Delayed,2,2,24,0,0.0,2020-05-19 00:00:00,2020-05-21
2020-05-20,3259,series,2020-05-02,2020-05-07,511.0,Critical,3,9,Delayed,5,1,22,0,0.0,2020-05-13 00:00:00,2020-05-22
2020-05-20,3459,no,2020-04-29,2020-05-01,246.0,Critical,3,10,Completed,3,1,98,0,8.695652173913043,2020-05-18 00:00:00,2020-05-20
2020-05-20,3460,mean,2020-05-01,2020-05-07,614.0,Critical,1,10,Delayed,5,3,99,0,0.0,2020-05-20 00:00:00,2020-05-26
2020-05-20,3608,success,2020-02-26,2020-02-27,556.0,Critical,1,10,Delayed,2,3,82,0,8.695652173913043,2020-05-19 00:00:00,2020-05-21
2020-05-20,3785,use,2020-03-31,2020-04-06,489.0,Critical,2,10,Delayed,5,2,94,0,17.391304347826086,2020-05-18 00:00:00,2020-05-25
2020-05-21,64,exactly,2020-04-10,2020-04-20,929.0,Critical,3,1,Delayed,7,3,63,0,14.285714285714285,2020-05-15 00:00:00,2020-05-28
2020-05-21,213,performance,2020-04-22,2020-05-01,568.0,Critical,6,1,Delayed,8,2,61,0,8.695652173913043,2020-05-13 00:00:00,2020-05-25
2020-05-21,367,south,2020-04-08,2020-04-17,469.0,Critical,3,1,Delayed,8,2,64,0,13.043478260869565,2020-05-18 00:00:00,2020-05-28
2020-05-21,524,however,2020-05-04,2020-05-08,375.0,Critical,5,2,Completed,5,2,83,0,0.0,2020-05-16 00:00:00,2020-05-21
2020-05-21,525,anything,2020-05-08,2020-05-12,926.0,Critical,0,2,Delayed,5,3,84,0,9.67741935483871,2020-05-21 00:00:00,2020-05-27
2020-05-21,706,administration,2020-05-06,2020-05-11,364.0,Critical,6,2,Completed,6,1,96,0,6.451612903225806,2020-05-16 00:00:00,2020-05-21
2020-05-21,707,data,2020-05-12,2020-05-14,559.0,Critical,1,2,Delayed,3,3,97,0,19.35483870967742,2020-05-21 00:00:00,2020-05-23
2020-05-21,871,now,2020-04-15,2020-04-18,319.0,Critical,4,2,Completed,4,2,92,0,6.451612903225806,2020-05-16 00:00:00,2020-05-21
2020-05-21,872,money,2020-04-19,2020-04-22,944.0,Critical,1,2,Delayed,4,3,93,0,6.451612903225806,2020-05-21 00:00:00,2020-05-25
2020-05-21,950,she,2020-05-01,2020-05-08,564.0,Critical,2,3,Delayed,6,2,19,0,0.0,2020-05-19 00:00:00,2020-05-28
2020-05-21,1117,house,2020-04-24,2020-05-05,315.0,Critical,7,3,Delayed,8,3,25,0,9.523809523809524,2020-05-06 00:00:00,2020-05-22
2020-05-21,1277,same,2020-05-02,2020-05-07,234.0,Critical,3,3,Delayed,5,3,24,0,0.0,2020-05-18 00:00:00,2020-05-25
2020-05-21,1514,glass,2020-04-15,2020-04-18,449.0,Critical,1,4,Delayed,4,2,103,0,7.4074074074074066,2020-05-19 00:00:00,2020-05-25
2020-05-21,1650,experience,2020-03-02,2020-03-06,234.0,Critical,3,4,Delayed,5,1,99,0,11.11111111111111,2020-05-18 00:00:00,2020-05-23
2020-05-21,1797,itself,2020-05-02,2020-05-08,552.0,Critical,2,4,Delayed,6,2,106,0,0.0,2020-05-19 00:00:00,2020-05-30
2020-05-21,1848,try,2020-05-12,2020-05-18,458.0,Critical,4,5,Delayed,6,2,27,0,22.22222222222222,2020-05-16 00:00:00,2020-05-23
2020-05-21,1994,customer,2020-05-06,2020-05-12,781.0,Critical,5,5,Delayed,6,1,23,0,7.4074074074074066,2020-05-13 00:00:00,2020-05-22
2020-05-21,2149,wife,2020-05-02,2020-05-05,769.0,Critical,2,5,Delayed,3,1,28,0,0.0,2020-05-20 00:00:00,2020-05-22
2020-05-21,2290,indicate,2020-04-15,2020-04-22,420.0,Critical,5,6,Delayed,6,2,29,0,8.695652173913043,2020-05-14 00:00:00,2020-05-22
2020-05-21,2402,answer,2020-04-24,2020-05-05,872.0,Critical,5,6,Delayed,8,3,30,0,9.523809523809524,2020-05-15 00:00:00,2020-05-27
2020-05-21,2524,try,2020-05-06,2020-05-12,954.0,Critical,2,7,Delayed,7,2,43,0,6.451612903225806,2020-05-20 00:00:00,2020-05-26
2020-05-21,2638,market,2020-05-05,2020-05-08,844.0,Critical,3,7,Delayed,4,3,44,0,3.225806451612903,2020-05-19 00:00:00,2020-05-22
2020-05-21,2787,agent,2020-04-08,2020-04-16,396.0,Critical,5,8,Delayed,7,1,86,0,13.043478260869565,2020-05-15 00:00:00,2020-05-25
2020-05-21,2918,down,2020-03-20,2020-03-30,677.0,Critical,4,8,Delayed,7,1,79,0,14.285714285714285,2020-05-18 00:00:00,2020-05-26
2020-05-21,3061,at,2020-04-06,2020-04-15,545.0,Critical,8,8,Completed,8,3,84,0,13.043478260869565,2020-05-08 00:00:00,2020-05-21
2020-05-21,3062,information,2020-04-17,2020-04-20,666.0,Critical,1,8,Delayed,2,2,85,0,9.523809523809524,2020-05-21 00:00:00,2020-05-22
2020-05-21,3135,water,2020-05-02,2020-05-04,323.0,Critical,2,9,Completed,2,2,24,0,0.0,2020-05-19 00:00:00,2020-05-21
2020-05-21,3136,couple,2020-05-04,2020-05-05,736.0,Critical,1,9,Delayed,2,2,25,0,0.0,2020-05-21 00:00:00,2020-05-22
2020-05-21,3259,series,2020-05-02,2020-05-07,511.0,Critical,4,9,Delayed,5,1,22,0,0.0,2020-05-13 00:00:00,2020-05-22
2020-05-21,3460,mean,2020-05-01,2020-05-07,614.0,Critical,2,10,Delayed,5,3,99,0,0.0,2020-05-20 00:00:00,2020-05-26
2020-05-21,3608,success,2020-02-26,2020-02-27,556.0,Critical,2,10,Completed,2,3,82,0,8.695652173913043,2020-05-19 00:00:00,2020-05-21
2020-05-21,3609,floor,2020-02-29,2020-03-05,549.0,Critical,1,10,Delayed,5,1,83,0,14.285714285714285,2020-05-21 00:00:00,2020-05-29
2020-05-21,3785,use,2020-03-31,2020-04-06,489.0,Critical,3,10,Delayed,5,2,94,0,17.391304347826086,2020-05-18 00:00:00,2020-05-25
2020-05-22,64,exactly,2020-04-10,2020-04-20,929.0,Critical,4,1,Delayed,7,3,63,0,14.285714285714285,2020-05-15 00:00:00,2020-05-28
2020-05-22,213,performance,2020-04-22,2020-05-01,568.0,Critical,7,1,Delayed,8,2,61,0,8.695652173913043,2020-05-13 00:00:00,2020-05-25
2020-05-22,367,south,2020-04-08,2020-04-17,469.0,Critical,4,1,Delayed,8,2,64,0,13.043478260869565,2020-05-18 00:00:00,2020-05-28
2020-05-22,525,anything,2020-05-08,2020-05-12,926.0,Critical,1,2,Delayed,5,3,84,0,9.67741935483871,2020-05-21 00:00:00,2020-05-27
2020-05-22,707,data,2020-05-12,2020-05-14,559.0,Critical,2,2,Delayed,3,3,97,0,19.35483870967742,2020-05-21 00:00:00,2020-05-23
2020-05-22,872,money,2020-04-19,2020-04-22,944.0,Critical,2,2,Delayed,4,3,93,0,6.451612903225806,2020-05-21 00:00:00,2020-05-25
2020-05-22,950,she,2020-05-01,2020-05-08,564.0,Critical,3,3,Delayed,6,2,19,0,0.0,2020-05-19 00:00:00,2020-05-28
2020-05-22,1117,house,2020-04-24,2020-05-05,315.0,Critical,8,3,Completed,8,3,25,0,9.523809523809524,2020-05-06 00:00:00,2020-05-22
2020-05-22,1118,both,2020-05-07,2020-05-13,471.0,Critical,1,3,Delayed,5,2,26,0,9.090909090909092,2020-05-22 00:00:00,2020-05-28
2020-05-22,1277,same,2020-05-02,2020-05-07,234.0,Critical,4,3,Delayed,5,3,24,0,0.0,2020-05-18 00:00:00,2020-05-25
2020-05-22,1514,glass,2020-04-15,2020-04-18,449.0,Critical,2,4,Delayed,4,2,103,0,7.4074074074074066,2020-05-19 00:00:00,2020-05-25
2020-05-22,1650,experience,2020-03-02,2020-03-06,234.0,Critical,4,4,Delayed,5,1,99,0,11.11111111111111,2020-05-18 00:00:00,2020-05-23
2020-05-22,1797,itself,2020-05-02,2020-05-08,552.0,Critical,2,4,Delayed,6,2,106,0,0.0,2020-05-19 00:00:00,2020-05-30
2020-05-22,1848,try,2020-05-12,2020-05-18,458.0,Critical,5,5,Delayed,6,2,27,0,22.22222222222222,2020-05-16 00:00:00,2020-05-23
2020-05-22,1994,customer,2020-05-06,2020-05-12,781.0,Critical,6,5,Completed,6,1,23,0,7.4074074074074066,2020-05-13 00:00:00,2020-05-22
2020-05-22,1995,federal,2020-05-12,2020-05-18,419.0,Critical,1,5,Delayed,6,3,24,0,22.22222222222222,2020-05-22 00:00:00,2020-05-30
2020-05-22,2149,wife,2020-05-02,2020-05-05,769.0,Critical,3,5,Completed,3,1,28,0,0.0,2020-05-20 00:00:00,2020-05-22
2020-05-22,2150,grow,2020-05-07,2020-05-15,399.0,Critical,0,5,Delayed,8,2,29,0,11.11111111111111,2020-05-22 00:00:00,2020-06-02
2020-05-22,2290,indicate,2020-04-15,2020-04-22,420.0,Critical,6,6,Completed,6,2,29,0,8.695652173913043,2020-05-14 00:00:00,2020-05-22
2020-05-22,2291,forward,2020-04-23,2020-04-29,802.0,Critical,1,6,Delayed,5,2,30,0,9.090909090909092,2020-05-22 00:00:00,2020-05-29
2020-05-22,2402,answer,2020-04-24,2020-05-05,872.0,Critical,5,6,Delayed,8,3,30,0,9.523809523809524,2020-05-15 00:00:00,2020-05-27
2020-05-22,2524,try,2020-05-06,2020-05-12,954.0,Critical,3,7,Delayed,7,2,43,0,6.451612903225806,2020-05-20 00:00:00,2020-05-26
2020-05-22,2638,market,2020-05-05,2020-05-08,844.0,Critical,4,7,Completed,4,3,44,0,3.225806451612903,2020-05-19 00:00:00,2020-05-22
2020-05-22,2639,spend,2020-05-09,2020-05-14,854.0,Critical,1,7,Delayed,6,1,45,0,12.903225806451612,2020-05-22 00:00:00,2020-05-28
2020-05-22,2787,agent,2020-04-08,2020-04-16,396.0,Critical,6,8,Delayed,7,1,86,0,13.043478260869565,2020-05-15 00:00:00,2020-05-25
2020-05-22,2918,down,2020-03-20,2020-03-30,677.0,Critical,5,8,Delayed,7,1,79,0,14.285714285714285,2020-05-18 00:00:00,2020-05-26
2020-05-22,3062,information,2020-04-17,2020-04-20,666.0,Critical,2,8,Completed,2,2,85,0,9.523809523809524,2020-05-21 00:00:00,2020-05-22
2020-05-22,3063,finish,2020-04-21,2020-04-30,942.0,Critical,1,8,Delayed,8,1,86,0,8.695652173913043,2020-05-22 00:00:00,2020-06-02
2020-05-22,3136,couple,2020-05-04,2020-05-05,736.0,Critical,2,9,Completed,2,2,25,0,0.0,2020-05-21 00:00:00,2020-05-22
2020-05-22,3137,hope,2020-05-07,2020-05-12,702.0,Critical,1,9,Delayed,4,1,26,0,9.090909090909092,2020-05-22 00:00:00,2020-05-28
2020-05-22,3259,series,2020-05-02,2020-05-07,511.0,Critical,5,9,Completed,5,1,22,0,0.0,2020-05-13 00:00:00,2020-05-22
2020-05-22,3260,certain,2020-05-07,2020-05-18,657.0,Critical,1,9,Delayed,8,3,23,0,9.090909090909092,2020-05-22 00:00:00,2020-06-02
2020-05-22,3460,mean,2020-05-01,2020-05-07,614.0,Critical,3,10,Delayed,5,3,99,0,0.0,2020-05-20 00:00:00,2020-05-26
2020-05-22,3609,floor,2020-02-29,2020-03-05,549.0,Critical,2,10,Delayed,5,1,83,0,14.285714285714285,2020-05-21 00:00:00,2020-05-29
2020-05-22,3785,use,2020-03-31,2020-04-06,489.0,Critical,4,10,Delayed,5,2,94,0,17.391304347826086,2020-05-18 00:00:00,2020-05-25
2020-05-23,525,anything,2020-05-08,2020-05-12,926.0,Critical,2,2,Delayed,5,3,84,0,9.67741935483871,2020-05-21 00:00:00,2020-05-27
2020-05-23,707,data,2020-05-12,2020-05-14,559.0,Critical,3,2,Completed,3,3,97,0,19.35483870967742,2020-05-21 00:00:00,2020-05-23
2020-05-23,708,film,2020-05-15,2020-05-20,661.0,Critical,0,2,Delayed,6,1,98,0,22.58064516129032,2020-05-23 00:00:00,2020-05-30
2020-05-23,872,money,2020-04-19,2020-04-22,944.0,Critical,3,2,Delayed,4,3,93,0,6.451612903225806,2020-05-21 00:00:00,2020-05-25
2020-05-23,1514,glass,2020-04-15,2020-04-18,449.0,Critical,3,4,Delayed,4,2,103,0,7.4074074074074066,2020-05-19 00:00:00,2020-05-25
2020-05-23,1650,experience,2020-03-02,2020-03-06,234.0,Critical,5,4,Completed,5,1,99,0,11.11111111111111,2020-05-18 00:00:00,2020-05-23
2020-05-23,1651,believe,2020-03-08,2020-03-12,417.0,Critical,1,4,Delayed,5,3,100,0,11.538461538461538,2020-05-23 00:00:00,2020-05-28
2020-05-23,1797,itself,2020-05-02,2020-05-08,552.0,Critical,3,4,Delayed,6,2,106,0,0.0,2020-05-19 00:00:00,2020-05-30
2020-05-23,1848,try,2020-05-12,2020-05-18,458.0,Critical,6,5,Completed,6,2,27,0,22.22222222222222,2020-05-16 00:00:00,2020-05-23
2020-05-23,1849,employee,2020-05-20,2020-05-25,915.0,Normal,1,5,On Progress,5,3,28,0,25.925925925925924,2020-05-23 00:00:00,2020-05-28
2020-05-23,1995,federal,2020-05-12,2020-05-18,419.0,Critical,2,5,Delayed,6,3,24,0,22.22222222222222,2020-05-22 00:00:00,2020-05-30
2020-05-23,2150,grow,2020-05-07,2020-05-15,399.0,Critical,1,5,Delayed,8,2,29,0,11.11111111111111,2020-05-22 00:00:00,2020-06-02
2020-05-23,2524,try,2020-05-06,2020-05-12,954.0,Critical,4,7,Delayed,7,2,43,0,6.451612903225806,2020-05-20 00:00:00,2020-05-26
2020-05-23,2639,spend,2020-05-09,2020-05-14,854.0,Critical,1,7,Delayed,6,1,45,0,12.903225806451612,2020-05-22 00:00:00,2020-05-28
2020-05-24,525,anything,2020-05-08,2020-05-12,926.0,Critical,3,2,Delayed,5,3,84,0,9.67741935483871,2020-05-21 00:00:00,2020-05-27
2020-05-24,708,film,2020-05-15,2020-05-20,661.0,Critical,0,2,Delayed,6,1,98,0,22.58064516129032,2020-05-23 00:00:00,2020-05-30
2020-05-24,872,money,2020-04-19,2020-04-22,944.0,Critical,3,2,Delayed,4,3,93,0,6.451612903225806,2020-05-21 00:00:00,2020-05-25
2020-05-24,2524,try,2020-05-06,2020-05-12,954.0,Critical,5,7,Delayed,7,2,43,0,6.451612903225806,2020-05-20 00:00:00,2020-05-26
2020-05-24,2639,spend,2020-05-09,2020-05-14,854.0,Critical,2,7,Delayed,6,1,45,0,12.903225806451612,2020-05-22 00:00:00,2020-05-28
2020-05-25,64,exactly,2020-04-10,2020-04-20,929.0,Critical,4,1,Delayed,7,3,63,0,14.285714285714285,2020-05-15 00:00:00,2020-05-28
2020-05-25,213,performance,2020-04-22,2020-05-01,568.0,Critical,8,1,Completed,8,2,61,0,8.695652173913043,2020-05-13 00:00:00,2020-05-25
2020-05-25,214,listen,2020-05-02,2020-05-07,591.0,Critical,1,1,Delayed,5,2,62,0,0.0,2020-05-25 00:00:00,2020-06-01
2020-05-25,367,south,2020-04-08,2020-04-17,469.0,Critical,5,1,Delayed,8,2,64,0,13.043478260869565,2020-05-18 00:00:00,2020-05-28
2020-05-25,525,anything,2020-05-08,2020-05-12,926.0,Critical,4,2,Delayed,5,3,84,0,9.67741935483871,2020-05-21 00:00:00,2020-05-27
2020-05-25,708,film,2020-05-15,2020-05-20,661.0,Critical,1,2,Delayed,6,1,98,0,22.58064516129032,2020-05-23 00:00:00,2020-05-30
2020-05-25,872,money,2020-04-19,2020-04-22,944.0,Critical,4,2,Completed,4,3,93,0,6.451612903225806,2020-05-21 00:00:00,2020-05-25
2020-05-25,873,Congress,2020-04-22,2020-04-23,399.0,Critical,1,2,Delayed,2,2,94,0,6.451612903225806,2020-05-25 00:00:00,2020-05-26
2020-05-25,950,she,2020-05-01,2020-05-08,564.0,Critical,4,3,Delayed,6,2,19,0,0.0,2020-05-19 00:00:00,2020-05-28
2020-05-25,1118,both,2020-05-07,2020-05-13,471.0,Critical,2,3,Delayed,5,2,26,0,9.090909090909092,2020-05-22 00:00:00,2020-05-28
2020-05-25,1277,same,2020-05-02,2020-05-07,234.0,Critical,5,3,Completed,5,3,24,0,0.0,2020-05-18 00:00:00,2020-05-25
2020-05-25,1278,of,2020-05-09,2020-05-18,845.0,Critical,1,3,Delayed,7,3,25,0,14.285714285714285,2020-05-25 00:00:00,2020-06-03
2020-05-25,1514,glass,2020-04-15,2020-04-18,449.0,Critical,4,4,Completed,4,2,103,0,7.4074074074074066,2020-05-19 00:00:00,2020-05-25
2020-05-25,1515,expert,2020-04-18,2020-04-23,372.0,Critical,0,4,Delayed,5,2,104,0,7.6923076923076925,2020-05-25 00:00:00,2020-06-01
2020-05-25,1651,believe,2020-03-08,2020-03-12,417.0,Critical,2,4,Delayed,5,3,100,0,11.538461538461538,2020-05-23 00:00:00,2020-05-28
2020-05-25,1797,itself,2020-05-02,2020-05-08,552.0,Critical,3,4,Delayed,6,2,106,0,0.0,2020-05-19 00:00:00,2020-05-30
2020-05-25,1849,employee,2020-05-20,2020-05-25,915.0,Normal,2,5,On Progress,5,3,28,0,25.925925925925924,2020-05-23 00:00:00,2020-05-28
2020-05-25,1995,federal,2020-05-12,2020-05-18,419.0,Critical,2,5,Delayed,6,3,24,0,22.22222222222222,2020-05-22 00:00:00,2020-05-30
2020-05-25,2150,grow,2020-05-07,2020-05-15,399.0,Critical,2,5,Delayed,8,2,29,0,11.11111111111111,2020-05-22 00:00:00,2020-06-02
2020-05-25,2291,forward,2020-04-23,2020-04-29,802.0,Critical,2,6,Delayed,5,2,30,0,9.090909090909092,2020-05-22 00:00:00,2020-05-29
2020-05-25,2402,answer,2020-04-24,2020-05-05,872.0,Critical,6,6,Delayed,8,3,30,0,9.523809523809524,2020-05-15 00:00:00,2020-05-27
2020-05-25,2524,try,2020-05-06,2020-05-12,954.0,Critical,6,7,Delayed,7,2,43,0,6.451612903225806,2020-05-20 00:00:00,2020-05-26
2020-05-25,2639,spend,2020-05-09,2020-05-14,854.0,Critical,3,7,Delayed,6,1,45,0,12.903225806451612,2020-05-22 00:00:00,2020-05-28
2020-05-25,2787,agent,2020-04-08,2020-04-16,396.0,Critical,7,8,Completed,7,1,86,0,13.043478260869565,2020-05-15 00:00:00,2020-05-25
2020-05-25,2788,left,2020-04-17,2020-04-28,400.0,Critical,1,8,Delayed,8,1,87,0,9.523809523809524,2020-05-25 00:00:00,2020-06-03
2020-05-25,2918,down,2020-03-20,2020-03-30,677.0,Critical,6,8,Delayed,7,1,79,0,14.285714285714285,2020-05-18 00:00:00,2020-05-26
2020-05-25,3063,finish,2020-04-21,2020-04-30,942.0,Critical,2,8,Delayed,8,1,86,0,8.695652173913043,2020-05-22 00:00:00,2020-06-02
2020-05-25,3137,hope,2020-05-07,2020-05-12,702.0,Critical,2,9,Delayed,4,1,26,0,9.090909090909092,2020-05-22 00:00:00,2020-05-28
2020-05-25,3260,certain,2020-05-07,2020-05-18,657.0,Critical,2,9,Delayed,8,3,23,0,9.090909090909092,2020-05-22 00:00:00,2020-06-02
2020-05-25,3460,mean,2020-05-01,2020-05-07,614.0,Critical,4,10,Delayed,5,3,99,0,0.0,2020-05-20 00:00:00,2020-05-26
